"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"6","P","Juan Pablo Montoya","1","2:01.587","2:01.587","Green","Track","0.000","9.695","24.575","14.951","25.070","25.663","0.499","9.998","1.297","2.430","169.885","133.174"
"2","P","Scott Sharp","1","2:05.530","2:05.530","Green","Track","652.525","9.651","25.922","15.266","25.746","25.762","0.502","10.090","1.318","2.449","168.870","131.053"
"5","P","Filipe Albuquerque","1","2:11.708","2:11.708","Green","Track","599.393","10.332","25.832","15.023","26.112","27.530","0.637","10.317","1.306","2.459","133.081","132.257"
"52","P","Gustavo Yacaman","1","2:14.369","2:14.369","Green","Track","515.382","11.433","26.441","15.635","26.021","26.525","0.508","10.570","1.347","2.505","166.875","128.231"
"10","P","Ryan Hunter-Reay","1","2:20.125","2:20.125","Green","Track","365.535","9.809","26.662","15.251","25.711","26.028","0.511","10.045","1.310","2.466","165.896","131.853"
"911","GTLM","Frederic Makowiecki","1","2:31.003","2:31.003","Green","Track","260.536","9.861","27.940","15.954","27.735","28.602","0.548","11.171","1.444","2.701","154.695","119.617"
"73","GTD","Patrick Lindsey","1","2:31.840","2:31.840","Green","Track","261.675","10.338","27.128","16.122","27.868","29.758","0.573","11.797","1.471","2.747","147.945","117.422"
"51","GTD","Paul Dalla Lana","1","2:32.749","2:32.749","Green","Track","441.868","12.387","29.076","16.851","28.639","30.268","0.575","12.189","1.528","2.813","147.431","113.041"
"912","GTLM","Gianmaria Bruni","1","2:32.771","2:32.771","Green","Track","260.924","10.379","25.914","15.612","27.805","28.010","0.539","11.634","1.498","2.748","157.278","115.305"
"96","GTD","Markus Palttala","1","2:33.266","2:33.266","Green","Track","395.199","11.652","28.628","17.028","29.339","29.775","0.577","11.846","1.513","2.791","146.920","114.162"
"63","GTD","Gunnar Jeannette","1","2:33.726","2:33.726","Green","Track","426.898","18.013","29.973","16.851","29.020","28.781","0.551","11.168","1.481","2.748","153.852","116.629"
"54","P","Colin Braun","1","2:43.710","2:43.710","Green","Track","755.732","9.678","25.573","15.347","26.348","26.724","0.509","10.806","1.324","2.468","166.548","130.459"
"67","GTLM","Richard Westbrook","1","2:45.067","2:45.067","Green","Track","169.980","9.857","26.033","15.611","26.843","27.839","0.536","10.578","1.424","2.657","158.158","121.297"
"36","GTD","Kuno Wittmer","1","2:46.722","2:46.722","Green","Track","233.046","11.561","29.231","17.193","29.547","29.469","0.557","11.714","1.483","2.756","152.195","116.472"
