NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
1;0;1;2:21.837;0;;49.563;0;1:00.759;0;31.515;0;174.7;2:21.837;11:02:21.837;0:49.563;1:00.759;0:31.515;237.6;Neel JANI;0:00:18.528;LMP1;;Rebellion Racing;Rebellion;
1;0;2;1:57.617;0;;34.198;0;53.006;3;30.413;0;214.4;4:19.454;11:04:19.454;0:34.198;0:53.006;0:30.413;308.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;3;1:57.120;3;;33.714;2;53.023;0;30.383;2;215.3;6:16.574;11:06:16.574;0:33.714;0:53.023;0:30.383;300.2;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;4;1:59.049;0;;34.027;0;54.119;0;30.903;0;211.8;8:15.623;11:08:15.623;0:34.027;0:54.119;0:30.903;296.1;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;5;2:09.929;0;B;35.314;0;56.306;0;38.309;0;194.1;10:25.552;11:10:25.552;0:35.314;0:56.306;0:38.309;289.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;6;8:47.284;0;;7:21.338;0;54.619;0;31.327;0;47.8;19:12.836;11:19:12.836;7:21.338;0:54.619;0:31.327;289.7;Neel JANI;0:06:56.350;LMP1;;Rebellion Racing;Rebellion;
1;0;7;2:01.101;0;;34.214;0;55.762;0;31.125;0;208.2;21:13.937;11:21:13.937;0:34.214;0:55.762;0:31.125;293.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;8;2:02.793;0;;35.338;0;56.697;0;30.758;0;205.3;23:16.730;11:23:16.730;0:35.338;0:56.697;0:30.758;301.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;9;2:00.264;0;;34.065;0;55.303;0;30.896;0;209.7;25:16.994;11:25:16.994;0:34.065;0:55.303;0:30.896;294.5;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;10;1:59.334;0;;34.093;0;54.237;0;31.004;0;211.3;27:16.328;11:27:16.328;0:34.093;0:54.237;0:31.004;301.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;0;11;2:08.648;0;B;35.456;0;54.600;0;38.592;0;196.0;29:24.976;11:29:24.976;0:35.456;0:54.600;0:38.592;286.7;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;12;5:22.791;0;;3:54.196;0;56.823;0;31.772;0;78.1;34:47.767;11:34:47.767;3:54.196;0:56.823;0:31.772;273.6;Bruno SENNA;0:03:29.241;LMP1;;Rebellion Racing;Rebellion;
1;2;13;2:10.842;0;;34.549;0;1:04.531;0;31.762;0;192.7;36:58.609;11:36:58.609;0:34.549;1:04.531;0:31.762;291.3;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;2;14;2:01.870;0;;34.466;0;56.132;0;31.272;0;206.9;39:00.479;11:39:00.479;0:34.466;0:56.132;0:31.272;292.9;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;2;15;2:03.653;0;;34.073;0;57.787;0;31.793;0;203.9;41:04.132;11:41:04.132;0:34.073;0:57.787;0:31.793;292.9;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;2;16;2:00.929;0;;34.116;0;55.487;0;31.326;0;208.5;43:05.061;11:43:05.061;0:34.116;0:55.487;0:31.326;288.2;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;2;17;2:00.205;0;;34.180;0;55.107;1;30.918;1;209.8;45:05.266;11:45:05.266;0:34.180;0:55.107;0:30.918;303.5;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;2;18;2:08.899;0;B;33.983;1;56.122;0;38.794;0;195.6;47:14.165;11:47:14.165;0:33.983;0:56.122;0:38.794;301.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;1;19;3:37.317;0;;2:06.949;0;57.732;0;32.636;0;116.0;50:51.482;11:50:51.482;2:06.949;0:57.732;0:32.636;296.1;André LOTTERER;0:01:41.898;LMP1;;Rebellion Racing;Rebellion;
