"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"21","ST","Max Faulkner","5","2:29.133","13:04.498","Green","Track","6.951","7.101","30.502","18.295","32.512","34.205","0.868","13.581","1.781","3.337","97.664","96.983"
"75","TCR","Roy Block","5","2:19.945","13:22.655","Green","Track","6.749","6.695","28.813","17.646","30.565","32.130","0.625","11.803","1.705","3.214","135.636","101.306"
"74","TCR","Rodrigo Sales","6","2:19.044","14:40.188","Green","Track","6.615","6.440","28.527","17.399","30.593","31.983","0.622","11.961","1.702","3.202","136.291","101.485"
"10","TCR","Kieron O'Rourke","6","2:21.041","14:44.280","Green","Track","6.845","6.647","28.868","17.391","30.830","32.541","0.628","12.316","1.730","3.245","134.988","99.842"
"77","TCR","Britt Casey Jr","6","2:44.501","14:53.562","Green","Pit","6.849","6.960","31.282","19.230","33.043","37.876","0.887","14.188","4.451","9.735","95.572","38.806"
"31","TCR","Luke Rumburg","6","2:20.630","14:55.898","Green","Track","6.755","6.854","28.320","17.474","30.911","32.134","0.634","12.620","1.705","3.223","133.711","101.306"
"52","ST","Jared Salinsky","5","3:04.105","15:03.412","Finish","Pit","7.857","7.793","34.937","19.740","38.351","40.188","0.899","16.737","4.197","13.406","94.297","41.155"
"81","ST","Nick Galante","6","2:25.380","15:11.351","Finish","Track","6.950","6.882","29.288","18.157","32.053","33.180","0.644","12.995","1.827","3.404","131.635","94.541"
"11","TCR","Don Istook","6","2:24.159","15:26.976","Finish","Track","6.880","6.761","29.185","17.894","31.854","32.923","0.647","12.962","1.762","3.291","131.024","98.029"
"21","ST","Max Faulkner","6","2:27.703","15:32.201","Finish","Track","6.991","7.133","29.995","18.095","32.503","34.173","0.639","13.063","1.776","3.335","132.665","97.256"
"75","TCR","Roy Block","6","2:19.468","15:42.123","Finish","Track","6.745","6.699","28.448","17.566","30.598","32.068","0.624","11.826","1.696","3.198","135.854","101.844"
"73","ST","Mike LaMarra","6","2:52.689","15:43.457","Finish","Pit","6.966","6.857","29.161","18.121","33.779","36.702","0.830","15.165","7.039","18.069","102.136","24.539"
"37","ST","Nate Norenberg","6","3:31.772","16:17.953","Finish","Pit","7.185","7.007","31.208","19.066","33.282","37.138","0.806","15.062","5.790","55.228","105.177","29.832"
