"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"80","GS","Martin Barkey","1","2:30.657","2:30.657","Green","Track","0.000","12.787","31.410","17.983","31.996","32.319","0.595","12.428","1.643","3.058","142.475","105.129"
"10","TCR","Lee Carpentier","1","2:31.986","2:31.986","Green","Track","0.000","12.598","30.744","18.500","31.341","32.365","0.629","12.092","1.706","3.213","134.774","101.247"
"7","GS","Trent Hindman","1","2:33.269","2:33.269","Green","Track","0.000","13.009","31.955","18.455","30.783","31.174","0.591","11.840","1.620","3.020","143.439","106.622"
"19","GS","Ari Balogh","1","2:34.527","2:34.527","Green","Track","0.000","12.405","31.026","18.040","31.151","31.304","0.580","12.112","1.630","3.011","146.160","105.968"
"72","GS","Jason Hart","1","2:35.869","2:35.869","Green","Track","0.000","11.457","30.306","18.122","31.510","31.483","0.579","12.392","1.656","3.084","146.412","104.304"
"38","GS","James Cox","1","2:38.638","2:38.638","Green","Track","0.000","13.361","31.838","18.788","31.589","32.750","0.587","12.897","1.695","3.107","144.417","101.904"
"59","GS","Joey Atterbury","1","2:40.036","2:40.036","Green","Track","0.000","13.172","31.874","17.618","31.466","31.998","0.587","12.308","1.638","3.041","144.417","105.450"
"33","GS","Damien Faulkner","1","2:45.017","2:45.017","Green","Track","0.000","11.973","31.782","18.122","33.134","33.253","0.603","12.282","1.632","3.023","140.585","105.838"
"26","GS","Toby Grahovec","1","2:48.534","2:48.534","Green","Track","0.000","11.713","30.760","18.701","32.358","32.102","0.591","12.584","1.638","3.026","143.439","105.450"
"77","TCR","Britt Casey Jr","1","2:49.318","2:49.318","Green","Track","0.000","12.497","32.612","19.322","32.417","32.846","0.652","13.055","1.702","3.196","130.020","101.485"
"3","GS","Craig Lyons","1","2:49.827","2:49.827","Green","Track","0.000","11.587","31.976","19.349","32.168","33.015","0.662","13.117","1.672","3.099","128.055","103.306"
"60","GS","Kyle Marcelli","1","2:49.917","2:49.917","Green","Track","0.000","11.697","30.344","18.534","32.574","32.455","0.645","13.091","1.650","3.042","131.431","104.683"
"75","TCR","Pierre Kleinubing","1","2:53.977","2:53.977","Green","Track","0.000","11.541","31.334","19.267","32.440","32.383","0.630","12.366","1.694","3.196","134.560","101.964"
"4","GS","Guy Cosmo","1","2:59.798","2:59.798","Green","Track","0.000","12.976","32.444","18.842","32.135","32.121","0.584","12.286","1.639","3.039","145.159","105.386"
"46","GS","Hugh Plumb","1","3:00.465","3:00.465","Green","Track","0.000","12.275","31.984","18.780","32.119","32.311","0.670","12.258","1.630","3.020","126.526","105.968"
"69","GS","Corey Fergus","1","3:01.653","3:01.653","Green","Track","0.000","14.095","32.562","18.890","32.538","33.605","0.788","12.961","1.701","3.091","107.580","101.545"
"57","GS","Bryce Ward","1","3:02.702","3:02.702","Green","Track","0.000","12.136","30.989","19.282","31.828","32.094","0.720","13.475","1.642","3.041","117.740","105.193"
