"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SPS"
"10","P","Ricky Taylor","16","1:58.692","34:02.309","Green","Track","5.035","9.341","18.984","0.476","21.399","28.108","19.695","11.171","4.483","172.722"
"48","GTD","Madison Snow","15","2:09.610","34:06.859","Green","Track","5.591","10.471","20.899","0.515","23.219","29.916","21.592","12.394","5.013","159.643"
"52","P","Jose Gutierrez","16","2:00.426","34:08.182","Green","Track","4.993","9.272","19.142","0.463","21.983","27.999","20.551","11.553","4.470","177.572"
"22","P","Johannes van Overbeek","16","2:00.020","34:08.337","Green","Track","4.937","9.433","19.096","0.460","21.726","27.787","20.594","11.608","4.379","178.730"
"2","P","Scott Sharp","16","1:59.667","34:08.651","Green","Track","4.952","9.381","19.013","0.458","21.614","27.620","20.575","11.666","4.388","179.511"
"31","P","Eric Curran","16","1:59.617","34:09.031","Green","Track","4.995","9.340","19.023","0.462","21.627","27.469","20.553","11.672","4.476","177.957"
"85","P","Misha Goikhberg","16","2:00.234","34:10.024","Green","Track","4.926","9.553","19.181","0.460","21.670","26.977","21.402","11.616","4.449","178.730"
"3","GTLM","Antonio Garcia","15","2:06.146","34:10.387","Green","Track","5.426","9.992","20.426","0.502","22.386","28.471","21.910","12.155","4.878","163.777"
"90","P","Marc Goossens","16","1:59.822","34:10.426","Green","Track","4.997","9.421","19.255","0.464","21.459","26.612","21.294","11.862","4.458","177.189"
"5","P","Christian Fittipaldi","16","1:59.704","34:10.551","Green","Track","4.997","9.431","19.211","0.465","21.859","26.724","20.775","11.806","4.436","176.808"
"54","GTD","Jonathan Bennett","15","2:12.935","34:30.219","Green","Track","5.522","10.941","21.324","0.509","23.983","30.633","22.342","12.714","4.967","161.524"
"38","PC","James French","16","2:00.973","34:34.391","Green","Track","5.265","9.691","19.692","0.489","22.117","27.318","20.162","11.576","4.663","168.131"
"66","GTLM","Dirk Mueller","16","2:04.541","34:56.621","Green","Track","5.387","10.073","20.435","0.497","22.297","28.317","20.632","12.022","4.881","165.424"
"25","GTLM","Alexander Sims","16","2:04.777","34:58.484","Green","Track","5.390","10.005","20.464","0.510","22.657","28.259","20.705","11.948","4.839","161.208"
"912","GTLM","Gianmaria Bruni","16","2:04.707","34:59.171","Green","Track","5.388","9.963","20.391","0.497","22.521","28.346","20.821","11.914","4.866","165.424"
"911","GTLM","Patrick Pilet","16","2:04.940","35:00.132","Green","Track","5.386","9.976","20.362","0.495","22.592","28.449","20.964","11.856","4.860","166.093"
"67","GTLM","Ryan Briscoe","16","2:04.345","35:01.154","Green","Track","5.334","9.979","20.385","0.496","22.475","28.357","20.613","11.885","4.821","165.758"
"24","GTLM","Martin Tomczyk","16","2:04.979","35:02.331","Green","Track","5.362","10.079","20.285","0.495","22.655","28.529","20.815","11.925","4.834","166.093"
"4","GTLM","Oliver Gavin","16","2:06.345","35:10.760","Green","Track","5.428","10.114","20.438","0.501","22.826","28.954","21.135","12.053","4.896","164.104"
"26","PC","Mark Kvamme","16","2:06.563","35:19.403","Green","Track","5.398","10.265","20.447","0.499","22.642","29.167","21.216","12.115","4.814","164.761"
"96","GTD","Jesse Krohn","16","2:08.863","35:31.291","Green","Track","5.569","10.407","21.021","0.516","23.160","29.450","21.351","12.352","5.037","159.333"
"16","GTD","Jeroen Mul","16","2:09.874","35:36.888","Green","Track","5.492","10.510","21.135","0.506","23.257","30.121","21.475","12.404","4.974","162.482"
"73","GTD","Patrick Lindsey","16","2:09.439","35:37.400","Green","Track","5.468","10.355","21.002","0.505","23.442","29.759","21.559","12.401","4.948","162.804"
"15","GTD","Scott Pruett","16","2:09.342","35:39.872","Green","Track","5.556","10.415","20.892","0.506","23.560","29.571","21.489","12.367","4.986","162.482"
"86","GTD","Oswaldo Negri Jr.","16","2:09.744","35:40.719","Green","Track","5.494","10.572","20.985","0.503","23.428","29.711","21.635","12.445","4.971","163.451"
"57","GTD","Andrew Davis","16","2:09.864","35:41.483","Green","Track","5.487","10.602","20.983","0.506","23.353","30.045","21.496","12.397","4.995","162.482"
"63","GTD","Christina Nielsen","16","2:10.236","35:44.020","Green","Track","5.497","10.480","21.146","0.508","23.407","30.165","21.675","12.382","4.976","161.842"
"14","GTD","Robert Alon","16","2:10.175","35:44.802","Green","Track","5.493","10.491","21.028","0.506","23.792","29.729","21.615","12.542","4.979","162.482"
"33","GTD","Ben Keating","16","2:09.829","35:46.915","Green","Track","5.540","10.526","21.030","0.512","23.337","29.989","21.549","12.340","5.006","160.578"
"75","GTD","Kenny Habul","16","2:10.589","35:50.599","Green","Track","5.605","10.567","21.292","0.519","23.474","29.866","21.811","12.419","5.036","158.412"
"28","GTD","Michael de Quesada","16","2:10.566","35:51.644","Green","Track","5.443","10.701","20.875","0.502","23.560","30.226","21.829","12.489","4.941","163.777"
"50","GTD","Cooper MacNeil","16","2:11.989","35:57.229","Green","Track","5.527","10.829","21.267","0.508","23.933","30.310","21.938","12.664","5.013","161.842"
"10","P","Ricky Taylor","17","1:56.676","35:58.985","Green","Track","5.033","9.247","19.140","0.476","21.207","26.695","19.293","11.110","4.475","172.722"
"22","P","Johannes van Overbeek","17","1:57.223","36:05.560","Green","Track","4.889","9.776","19.135","0.462","21.438","26.469","19.346","11.284","4.424","177.957"
"2","P","Scott Sharp","17","1:58.479","36:07.130","Green","Track","4.900","9.769","19.392","0.460","21.564","26.655","19.839","11.469","4.431","178.730"
"31","P","Eric Curran","17","1:58.823","36:07.854","Green","Track","4.984","9.650","19.847","0.463","21.798","26.540","19.777","11.295","4.469","177.572"
"52","P","Jose Gutierrez","17","2:00.228","36:08.410","Green","Track","4.991","10.119","20.136","0.464","22.496","26.569","19.521","11.466","4.466","177.189"
"85","P","Misha Goikhberg","17","1:58.949","36:08.973","Green","Track","4.962","9.540","19.277","0.456","22.771","26.542","19.332","11.620","4.449","180.298"
"90","P","Marc Goossens","17","1:59.144","36:09.570","Green","Track","4.972","9.742","19.395","0.461","22.144","27.149","19.485","11.313","4.483","178.343"
"5","P","Christian Fittipaldi","17","1:59.563","36:10.114","Green","Track","4.923","9.958","19.437","0.459","22.539","27.064","19.557","11.150","4.476","179.120"
"3","GTLM","Antonio Garcia","16","2:05.347","36:15.734","Green","Track","5.417","10.079","20.425","0.497","22.661","28.746","20.753","11.875","4.894","165.424"
"48","GTD","Madison Snow","16","2:11.542","36:18.401","Green","Track","5.585","10.538","21.568","0.511","24.096","30.339","21.528","12.365","5.012","160.892"
"38","PC","James French","17","2:02.340","36:36.731","Green","Track","5.271","9.838","19.758","0.486","22.604","27.641","20.334","11.730","4.678","169.169"
"54","GTD","Jonathan Bennett","16","2:13.432","36:43.651","Green","Track","5.515","10.821","21.273","0.507","23.932","31.273","22.312","12.808","4.991","162.162"
"66","GTLM","Dirk Mueller","17","2:04.660","37:01.281","Green","Track","5.412","9.967","20.380","0.499","22.513","28.361","20.660","11.999","4.869","164.761"
"25","GTLM","Alexander Sims","17","2:05.158","37:03.642","Green","Track","5.405","10.047","20.478","0.497","22.735","28.385","20.796","11.964","4.851","165.424"
"912","GTLM","Gianmaria Bruni","17","2:05.054","37:04.225","Green","Track","5.409","9.987","20.393","0.495","22.727","28.491","20.812","11.885","4.855","166.093"
"911","GTLM","Patrick Pilet","17","2:04.927","37:05.059","Green","Track","5.413","10.038","20.450","0.496","22.549","28.502","20.660","11.953","4.866","165.758"
"67","GTLM","Ryan Briscoe","17","2:04.894","37:06.048","Green","Track","5.348","10.033","20.479","0.497","22.462","28.418","20.800","12.020","4.837","165.424"
"24","GTLM","Martin Tomczyk","17","2:04.927","37:07.258","Green","Track","5.409","10.075","20.306","0.496","22.548","28.495","20.651","12.084","4.863","165.758"
"4","GTLM","Oliver Gavin","17","2:06.951","37:17.711","Green","Track","5.457","10.314","20.633","0.504","22.899","29.103","21.135","12.009","4.897","163.127"
"26","PC","Mark Kvamme","17","2:06.516","37:25.919","Green","Track","5.448","10.307","20.270","0.500","22.650","28.988","21.500","12.029","4.824","164.432"
"96","GTD","Jesse Krohn","17","2:09.292","37:40.583","Green","Track","5.649","10.458","21.176","0.518","23.253","29.471","21.445","12.286","5.036","158.718"
"16","GTD","Jeroen Mul","17","2:09.948","37:46.836","Green","Track","5.505","10.574","21.067","0.507","23.407","29.936","21.472","12.483","4.997","162.162"
"73","GTD","Patrick Lindsey","17","2:10.192","37:47.592","Green","Track","5.489","10.581","20.975","0.506","23.550","29.965","21.755","12.403","4.968","162.482"
"15","GTD","Scott Pruett","17","2:10.040","37:49.912","Green","Track","5.533","10.530","21.099","0.510","23.569","29.694","21.708","12.396","5.001","161.208"
"86","GTD","Oswaldo Negri Jr.","17","2:10.148","37:50.867","Green","Track","5.539","10.524","21.089","0.506","23.383","29.741","21.808","12.560","4.998","162.482"
"57","GTD","Andrew Davis","17","2:09.798","37:51.281","Green","Track","5.515","10.567","21.098","0.509","23.334","29.942","21.351","12.484","4.998","161.524"
"63","GTD","Christina Nielsen","17","2:10.038","37:54.058","Green","Track","5.521","10.521","20.961","0.508","23.429","30.017","21.698","12.392","4.991","161.842"
"14","GTD","Robert Alon","17","2:10.691","37:55.493","Green","Track","5.502","10.723","21.168","0.509","23.802","29.683","21.780","12.532","4.992","161.524"
"33","GTD","Ben Keating","17","2:09.007","37:55.922","Green","Track","5.579","10.339","21.092","0.514","23.126","29.506","21.473","12.381","4.997","159.953"
"10","P","Ricky Taylor","18","1:58.824","37:57.809","Green","Track","5.028","9.596","19.215","0.473","21.393","27.698","19.787","11.162","4.472","173.818"
"75","GTD","Kenny Habul","17","2:10.933","38:01.532","Green","Track","5.614","10.532","21.257","0.521","23.529","30.049","21.896","12.467","5.068","157.804"
"28","GTD","Michael de Quesada","17","2:10.469","38:02.113","Green","Track","5.460","10.670","20.970","0.505","23.677","30.251","21.646","12.342","4.948","162.804"
"31","P","Eric Curran","18","1:58.021","38:05.875","Green","Track","5.007","9.426","19.075","0.464","21.595","26.797","19.878","11.284","4.495","177.189"
"85","P","Misha Goikhberg","18","1:59.517","38:08.490","Green","Track","4.965","9.556","19.025","0.459","22.019","26.651","20.301","12.047","4.494","179.120"
"5","P","Christian Fittipaldi","18","1:58.647","38:08.761","Green","Track","5.018","9.282","19.161","0.461","21.778","26.700","19.950","11.786","4.511","178.343"
"90","P","Marc Goossens","18","1:59.525","38:09.095","Green","Track","5.012","9.529","19.235","0.462","22.430","26.558","20.221","11.593","4.485","177.957"
"50","GTD","Cooper MacNeil","17","2:12.513","38:09.742","Green","Track","5.553","10.821","21.322","0.509","23.867","30.331","22.123","12.990","4.997","161.524"
"22","P","Johannes van Overbeek","18","2:14.552","38:20.112","Green","Pit","4.998","9.392","18.960","0.462","21.609","27.290","19.863","13.542","18.436","177.957"
"3","GTLM","Antonio Garcia","17","2:04.519","38:20.253","Green","Track","5.449","9.941","20.405","0.501","22.424","28.286","20.784","11.830","4.899","164.104"
"2","P","Scott Sharp","18","2:14.392","38:21.522","Green","Pit","4.993","9.480","18.953","0.461","21.358","27.215","19.839","13.817","18.276","178.343"
"52","P","Jose Gutierrez","18","2:17.936","38:26.346","Green","Pit","5.005","9.492","19.448","0.464","21.814","26.859","21.876","14.234","18.744","177.189"
"48","GTD","Madison Snow","17","2:09.369","38:27.770","Green","Track","5.575","10.486","20.898","0.511","23.011","29.693","21.817","12.359","5.019","160.892"
"38","PC","James French","18","2:01.583","38:38.314","Green","Track","5.298","9.699","19.724","0.489","22.213","27.282","20.529","11.664","4.685","168.131"
"54","GTD","Jonathan Bennett","17","2:13.757","38:57.408","Green","Track","5.538","10.849","21.521","0.510","24.264","30.791","22.338","12.936","5.010","161.208"
"66","GTLM","Dirk Mueller","18","2:04.875","39:06.156","Green","Track","5.421","10.093","20.421","0.498","22.460","28.280","20.764","12.061","4.877","165.092"
"25","GTLM","Alexander Sims","18","2:04.930","39:08.572","Green","Track","5.427","10.030","20.398","0.502","22.655","28.317","20.749","12.001","4.851","163.777"
"912","GTLM","Gianmaria Bruni","18","2:05.084","39:09.309","Green","Track","5.414","9.999","20.478","0.499","22.648","28.472","20.785","11.922","4.867","164.761"
"911","GTLM","Patrick Pilet","18","2:05.163","39:10.222","Green","Track","5.423","10.075","20.492","0.497","22.599","28.450","20.688","12.060","4.879","165.424"
"67","GTLM","Ryan Briscoe","18","2:05.161","39:11.209","Green","Track","5.355","10.055","20.507","0.494","22.509","28.558","20.852","11.997","4.834","166.429"
"24","GTLM","Martin Tomczyk","18","2:05.017","39:12.275","Green","Track","5.425","10.068","20.373","0.499","22.622","28.550","20.739","11.911","4.830","164.761"
"4","GTLM","Oliver Gavin","18","2:06.986","39:24.697","Green","Track","5.462","10.299","20.568","0.504","22.878","29.130","21.107","12.127","4.911","163.127"
"26","PC","Mark Kvamme","18","2:06.718","39:32.637","Green","Track","5.441","10.300","20.376","0.500","22.696","29.328","21.297","11.993","4.787","164.432"
"96","GTD","Jesse Krohn","18","2:09.226","39:49.809","Green","Track","5.649","10.453","20.985","0.518","23.271","29.380","21.494","12.419","5.057","158.718"
"16","GTD","Jeroen Mul","18","2:09.959","39:56.795","Green","Track","5.521","10.559","21.016","0.507","23.291","30.010","21.642","12.440","4.973","162.162"
"73","GTD","Patrick Lindsey","18","2:09.728","39:57.320","Green","Track","5.496","10.426","21.036","0.507","23.300","29.923","21.728","12.361","4.951","162.162"
"10","P","Ricky Taylor","19","2:00.594","39:58.403","Green","Track","5.018","9.551","19.609","0.476","22.448","27.310","20.455","11.267","4.460","172.722"
"15","GTD","Scott Pruett","18","2:10.565","40:00.477","Green","Track","5.534","10.452","21.062","0.510","23.465","29.782","21.945","12.816","4.999","161.208"
"86","GTD","Oswaldo Negri Jr.","18","2:10.518","40:01.385","Green","Track","5.548","10.523","21.227","0.515","23.579","29.764","21.856","12.528","4.978","159.643"
"57","GTD","Andrew Davis","18","2:10.564","40:01.845","Green","Track","5.505","10.670","20.951","0.506","23.789","30.109","21.580","12.479","4.975","162.482"
"63","GTD","Christina Nielsen","18","2:11.138","40:05.196","Green","Track","5.529","10.567","20.916","0.508","23.976","30.386","21.827","12.452","4.977","161.842"
"14","GTD","Robert Alon","18","2:11.236","40:06.729","Green","Track","5.518","10.652","21.013","0.505","23.782","30.068","21.836","12.872","4.990","162.804"
"33","GTD","Ben Keating","18","2:11.484","40:07.406","Green","Track","5.555","10.579","21.147","0.509","23.509","30.635","22.142","12.427","4.981","161.524"
"28","GTD","Michael de Quesada","18","2:12.244","40:14.357","Green","Track","5.464","10.734","20.880","0.503","24.041","31.152","22.065","12.451","4.954","163.451"
"75","GTD","Kenny Habul","18","2:13.361","40:14.893","Green","Track","5.645","10.555","21.270","0.518","23.936","31.905","22.006","12.487","5.039","158.718"
"31","P","Eric Curran","19","2:15.825","40:21.700","Green","Pit","5.030","9.445","19.010","0.466","22.233","26.889","20.062","14.111","18.579","176.429"
"50","GTD","Cooper MacNeil","18","2:12.633","40:22.375","Green","Track","5.526","10.901","21.147","0.509","23.988","30.689","22.226","12.643","5.004","161.524"
"3","GTLM","Antonio Garcia","18","2:04.858","40:25.111","Green","Track","5.463","9.978","20.343","0.500","22.386","28.345","21.070","11.894","4.879","164.432"
"85","P","Misha Goikhberg","19","2:18.315","40:26.805","Green","Pit","5.009","9.590","19.171","0.461","22.152","28.931","20.328","13.235","19.438","178.343"
"5","P","Christian Fittipaldi","19","2:18.500","40:27.261","Green","Pit","5.033","9.565","19.289","0.464","21.945","29.035","20.434","13.579","19.156","177.189"
"90","P","Marc Goossens","19","2:19.414","40:28.509","Green","Pit","5.005","9.755","19.246","0.461","21.990","29.288","20.298","13.482","19.889","178.343"
"48","GTD","Madison Snow","18","2:09.890","40:37.660","Green","Track","5.592","10.397","20.932","0.514","23.380","30.095","21.662","12.307","5.011","159.953"
