"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"8","PC","Sean Rayhall","233","2:01.246","8:18:10.572","Green","Track","5.651","5.949","25.057","15.266","26.759","27.446","0.536","10.533","1.409","2.640","158.158","122.589"
"75","GTD","Boris Said","224","2:06.488","8:18:14.814","Green","Track","5.863","6.095","25.769","16.192","27.927","28.738","0.550","11.103","1.486","2.765","154.132","116.236"
"57","GTD","Andrew Davis","223","2:04.143","8:18:17.059","Green","Track","5.842","5.857","25.438","15.665","27.310","28.362","0.550","10.855","1.487","2.777","154.132","116.158"
"15","GTD","Jack Hawksworth","222","2:03.471","8:18:20.419","Green","Track","5.725","6.050","25.339","15.550","27.326","28.012","0.545","10.729","1.461","2.734","155.546","118.225"
"27","GTD","Luca Persiani","224","2:05.475","8:18:23.130","Green","Track","5.854","6.224","25.742","15.669","27.728","28.334","0.537","11.105","1.504","2.778","157.864","114.845"
"10","P","Alexander Lynn","242","1:52.806","8:18:24.472","Green","Track","5.270","5.045","22.923","14.529","24.927","25.600","0.503","10.154","1.346","2.509","168.534","128.326"
"5","P","Filipe Albuquerque","242","1:53.415","8:18:25.481","Green","Track","5.268","5.238","22.973","14.489","25.088","26.135","0.505","9.898","1.332","2.489","167.867","129.675"
"23","GTD","Bill Sweedler","223","2:09.479","8:18:29.843","Green","Track","6.006","6.275","26.660","16.133","28.380","29.592","0.557","11.518","1.528","2.830","152.195","113.041"
"90","P","Rene Rast","161","1:55.268","8:18:43.792","Green","Track","5.316","5.533","23.587","14.737","25.574","25.937","0.505","10.196","1.360","2.523","167.867","127.005"
"52","P","Michael Guasch","141","1:58.782","8:18:48.227","Green","Track","5.314","5.724","24.516","14.969","26.320","27.305","0.513","10.192","1.379","2.549","165.249","125.255"
"911","GTLM","Frederic Makowiecki","232","2:00.750","8:18:49.158","Green","Track","5.695","5.702","24.626","15.120","26.525","27.643","0.541","10.757","1.445","2.696","156.696","119.534"
"38","PC","Kyle Masson","235","2:00.365","8:18:49.497","Green","Track","5.586","5.952","24.996","15.044","26.547","27.064","0.519","10.666","1.393","2.598","163.339","123.997"
"25","GTLM","Bill Auberlen","231","2:00.996","8:18:52.271","Green","Track","5.653","5.774","24.795","15.416","26.726","27.398","0.541","10.531","1.450","2.712","156.696","119.122"
