"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"10","P","Ricky Taylor","1","1:17.864","1:17.864","Green","Track","0.630","6.888","2.948","4.340","11.103","7.779","5.868","4.185","11.319","16.117","1.629","5.057","130.952"
"55","P","Tristan Nunez","1","1:18.521","1:18.521","Green","Track","0.604","6.865","3.039","4.573","11.322","7.673","5.890","4.339","11.180","16.227","1.650","5.014","136.589"
"5","P","Christian Fittipaldi","1","1:19.258","1:19.258","Green","Track","0.639","6.948","2.994","5.142","11.387","7.800","5.938","4.127","11.365","16.207","1.618","5.049","129.108"
"31","P","Eric Curran","1","1:20.465","1:20.465","Green","Track","0.613","6.734","3.145","4.859","11.481","7.898","6.019","4.176","11.437","16.624","1.639","5.068","134.584"
"85","P","Misha Goikhberg","1","1:22.105","1:22.105","Green","Track","0.598","6.633","3.259","5.066","11.945","8.074","6.120","4.268","11.859","16.856","1.643","5.066","137.960"
"70","P","Tom Long","1","1:22.349","1:22.349","Green","Track","0.590","6.511","3.377","4.912","12.147","7.953","6.174","4.279","11.497","16.859","1.633","5.009","139.831"
"2","P","Scott Sharp","1","1:23.083","1:23.083","Green","Track","0.591","6.550","3.457","4.931","11.992","7.919","6.271","4.222","11.706","17.704","1.626","5.038","139.594"
"52","P","Will Owen","1","1:23.982","1:23.982","Green","Track","0.590","6.599","3.419","4.593","12.282","8.222","6.010","4.301","11.548","17.669","1.671","5.126","139.831"
"912","GTLM","Laurens Vanthoor","1","1:27.168","1:27.168","Green","Track","0.639","7.063","3.444","4.781","12.285","9.099","5.914","4.331","11.952","16.601","1.705","5.501","129.108"
"25","GTLM","Bill Auberlen","1","1:27.593","1:27.593","Green","Track","0.632","6.974","3.490","4.756","12.362","9.070","6.002","4.383","11.855","16.524","1.739","5.465","130.538"
"4","GTLM","Oliver Gavin","1","1:28.452","1:28.452","Green","Track","0.639","7.034","3.283","4.711","12.487","8.819","6.224","4.454","12.016","16.686","1.745","5.500","129.108"
"24","GTLM","John Edwards","1","1:28.952","1:28.952","Green","Track","0.632","6.983","3.356","4.791","12.553","9.315","6.027","4.437","12.039","16.633","1.726","5.453","130.538"
"67","GTLM","Richard Westbrook","1","1:31.027","1:31.027","Yellow","Track","0.655","7.208","3.037","4.706","12.052","8.798","6.666","4.460","12.271","16.863","1.966","5.682","125.954"
"48","GTD","Bryan Sellers","1","1:31.177","1:31.177","Yellow","Track","0.651","7.212","2.893","4.802","11.942","8.915","6.662","4.461","12.407","17.420","1.749","5.597","126.728"
"15","GTD","Jack Hawksworth","1","1:31.668","1:31.668","Yellow","Track","0.652","7.162","3.050","5.147","12.273","8.611","6.675","4.450","12.466","17.305","1.749","5.526","126.534"
"3","GTLM","Jan Magnussen","1","1:32.040","1:32.040","Yellow","Track","0.649","7.171","3.483","4.786","12.242","12.330","6.891","4.462","12.268","17.121","1.716","5.477","127.119"
"28","GTD","Daniel Morad","1","1:32.853","1:32.853","Yellow","Track","0.646","7.157","3.157","4.574","12.202","8.623","6.681","4.485","12.384","18.014","1.741","5.564","127.709"
"16","GTD","Corey Lewis","1","1:33.592","1:33.592","Yellow","Track","0.651","7.210","3.059","4.384","11.988","8.666","7.038","4.521","12.535","17.662","1.749","5.606","126.728"
"57","GTD","Lawson Aschenbach","1","1:34.106","1:34.106","Yellow","Track","0.654","7.211","2.986","4.375","11.886","8.563","6.854","4.490","12.485","18.033","1.753","5.615","126.147"
"33","GTD","Ben Keating","1","1:34.695","1:34.695","Yellow","Track","0.648","7.218","3.030","4.380","11.600","8.597","6.130","4.465","12.318","17.226","1.697","5.517","127.315"
"991","GTD","Jan Heylen","1","1:39.473","1:39.473","Yellow","Track","0.652","7.186","2.949","4.380","11.641","8.884","6.237","4.422","12.320","17.051","1.791","5.803","126.534"
"93","GTD","Katherine Legge","1","1:40.575","1:40.575","Yellow","Track","0.646","7.137","3.178","4.459","11.814","8.854","6.215","4.477","12.467","17.097","1.756","5.561","127.709"
"75","GTD","Boris Said","1","1:47.379","1:47.379","Yellow","Track","0.660","7.319","3.106","4.377","12.282","9.159","6.467","4.582","12.597","17.694","2.178","6.850","125.000"
"66","GTLM","Joey Hand","1","1:47.984","1:47.984","Yellow","Track","0.646","7.198","3.270","4.753","12.091","26.250","6.676","4.470","12.400","17.523","2.081","7.171","127.709"
"63","GTD","Christina Nielsen","1","1:48.852","1:48.852","Yellow","Track","0.648","7.172","2.965","4.420","12.008","8.605","6.224","4.528","12.714","18.431","1.946","7.386","127.315"
"86","GTD","Oswaldo Negri Jr.","1","1:49.671","1:49.671","Yellow","Track","0.646","7.146","3.244","4.485","12.024","8.530","6.277","4.503","12.555","18.147","1.807","7.846","127.709"
"14","GTD","Scott Pruett","1","1:51.453","1:51.453","Yellow","Track","0.653","7.188","3.152","4.457","12.194","8.692","6.156","4.492","12.499","17.776","1.823","6.455","126.340"
"54","GTD","Jonathan Bennett","1","1:52.486","1:52.486","Yellow","Track","0.658","7.210","3.133","4.666","12.186","8.827","6.260","4.530","12.912","19.055","1.894","6.206","125.380"
"911","GTLM","Patrick Pilet","1","1:59.544","1:59.544","Yellow","Track","0.638","7.049","3.194","4.531","12.425","8.376","6.087","4.424","12.188","20.113","1.775","5.536","129.310"
"50","GTD","Cooper MacNeil","1","2:00.710","2:00.710","Yellow","Track","0.650","7.233","3.061","4.902","12.133","8.615","6.223","4.427","12.466","21.183","1.784","5.664","126.923"
"96","GTD","Bret Curtis","1","2:01.783","2:01.783","Yellow","Track","0.650","7.230","3.273","5.181","13.150","8.951","6.330","4.576","12.550","20.228","1.868","5.706","126.923"
"73","GTD","Patrick Lindsey","1","2:08.434","2:08.434","Yellow","Track","0.667","7.367","3.108","4.410","11.605","8.533","6.215","4.485","13.570","18.569","1.881","6.090","123.688"
"22","P","Ed Brown","1","2:28.523","2:28.523","Yellow","Track","0.626","6.916","3.664","4.648","12.489","54.052","8.654","5.769","16.438","23.673","2.190","6.747","131.789"
"10","P","Ricky Taylor","2","1:54.679","3:12.543","Yellow","Track","0.592","6.633","2.970","4.074","15.871","15.676","10.229","7.430","17.046","21.550","2.125","10.483","139.358"
"55","P","Tristan Nunez","2","1:54.559","3:13.080","Yellow","Track","0.583","6.574","3.086","4.127","15.756","15.743","10.146","7.467","17.369","21.597","2.312","9.799","141.509"
"5","P","Christian Fittipaldi","2","1:54.812","3:14.070","Yellow","Track","0.591","6.591","2.988","4.184","16.088","15.854","10.091","7.868","18.696","20.088","2.108","9.665","139.594"
"31","P","Eric Curran","2","1:54.383","3:14.848","Yellow","Track","0.592","6.607","3.158","4.760","15.861","15.057","10.212","7.611","19.028","20.484","2.113","8.900","139.358"
"70","P","Tom Long","2","1:53.292","3:15.641","Yellow","Track","0.583","6.546","2.800","4.426","15.279","14.886","10.407","7.480","19.203","20.511","1.950","9.221","141.509"
"85","P","Misha Goikhberg","2","1:54.063","3:16.168","Yellow","Track","0.585","6.531","2.984","5.176","14.586","14.895","10.514","7.276","19.876","20.958","2.056","8.626","141.026"
"2","P","Scott Sharp","2","1:54.704","3:17.787","Yellow","Track","0.587","6.517","2.993","4.901","15.191","15.091","10.231","7.305","20.370","19.781","1.776","9.961","140.545"
"52","P","Will Owen","2","1:54.482","3:18.464","Yellow","Track","0.590","6.556","3.397","4.794","14.755","15.402","9.829","7.624","20.120","20.024","1.812","9.579","139.831"
"912","GTLM","Laurens Vanthoor","2","1:52.357","3:19.525","Yellow","Track","0.646","7.158","3.320","4.820","13.241","14.167","10.226","7.499","20.083","19.583","1.897","9.717","127.709"
"25","GTLM","Bill Auberlen","2","1:52.933","3:20.526","Yellow","Track","0.634","7.109","3.381","4.931","13.502","14.457","10.003","7.525","20.125","19.443","1.905","9.918","130.126"
"4","GTLM","Oliver Gavin","2","1:54.201","3:22.653","Yellow","Track","0.641","7.433","3.921","5.302","13.490","13.867","11.272","6.321","20.821","20.332","1.808","8.993","128.705"
"24","GTLM","John Edwards","2","1:54.282","3:23.234","Yellow","Track","0.635","7.721","3.960","5.045","13.553","13.771","11.369","6.756","20.263","20.696","1.764","8.749","129.921"
"67","GTLM","Richard Westbrook","2","1:54.076","3:25.103","Yellow","Track","0.649","7.906","4.064","4.884","13.095","13.201","11.512","6.599","20.482","21.770","1.781","8.133","127.119"
"48","GTD","Bryan Sellers","2","1:55.014","3:26.191","Yellow","Track","0.684","8.395","4.351","5.199","13.486","12.793","11.262","6.346","20.697","22.629","1.825","7.347","120.614"
"15","GTD","Jack Hawksworth","2","1:55.465","3:27.133","Yellow","Track","0.641","8.556","4.566","5.537","13.254","12.976","11.323","5.745","21.078","22.707","1.903","7.179","128.705"
"3","GTLM","Jan Magnussen","2","1:55.674","3:27.714","Yellow","Track","0.638","8.810","4.699","5.510","13.207","13.072","11.252","5.960","20.922","22.500","1.790","7.314","129.310"
"28","GTD","Daniel Morad","2","1:57.153","3:30.006","Yellow","Track","0.647","9.704","4.459","5.247","14.301","12.214","10.807","6.860","21.109","22.694","2.129","6.982","127.512"
"16","GTD","Corey Lewis","2","1:58.578","3:32.170","Yellow","Track","0.681","9.775","4.596","5.205","14.012","12.244","10.761","7.136","21.582","23.394","2.132","7.060","121.145"
"57","GTD","Lawson Aschenbach","2","1:59.166","3:33.272","Yellow","Track","0.652","10.155","4.698","4.997","13.969","12.202","10.854","7.302","21.535","22.911","2.156","7.735","126.534"
"33","GTD","Ben Keating","2","1:59.372","3:34.067","Yellow","Track","0.670","10.632","5.397","5.432","14.205","10.627","11.041","7.117","21.409","23.542","1.984","7.316","123.134"
"991","GTD","Jan Heylen","2","1:57.686","3:37.159","Yellow","Track","0.767","11.317","4.642","5.354","14.165","10.388","9.425","6.449","21.355","23.847","2.231","7.746","107.562"
"93","GTD","Katherine Legge","2","1:58.203","3:38.778","Yellow","Track","0.698","11.319","5.015","5.164","14.662","10.046","8.923","6.593","22.402","22.840","2.134","8.407","118.195"
"75","GTD","Boris Said","2","1:52.396","3:39.775","Yellow","Track","0.795","9.231","4.033","5.264","13.327","9.436","7.886","6.490","22.643","22.846","2.182","8.263","103.774"
"66","GTLM","Joey Hand","2","1:53.247","3:41.231","Yellow","Track","0.909","10.931","4.711","5.129","12.306","8.840","7.046","6.835","22.969","22.530","2.113","8.928","90.759"
"63","GTD","Christina Nielsen","2","1:53.233","3:42.085","Yellow","Track","0.879","10.550","4.941","5.275","13.082","9.033","6.649","6.242","23.207","22.620","1.908","8.847","93.857"
"86","GTD","Oswaldo Negri Jr.","2","1:54.696","3:44.367","Yellow","Track","0.910","10.699","4.915","5.389","14.711","9.949","6.887","5.606","23.022","23.074","2.058","7.476","90.659"
"14","GTD","Scott Pruett","2","1:54.323","3:45.776","Yellow","Track","0.953","10.590","4.411","5.346","14.618","9.797","6.880","5.362","23.635","23.196","2.112","7.423","86.569"
"54","GTD","Jonathan Bennett","2","1:53.960","3:46.446","Yellow","Track","0.904","10.961","4.837","5.830","14.304","9.891","7.104","4.826","23.079","23.296","1.902","7.026","91.261"
"911","GTLM","Patrick Pilet","2","1:47.650","3:47.194","Yellow","Track","0.642","8.153","3.821","4.916","12.985","10.635","7.020","4.748","23.229","22.958","1.730","6.813","128.505"
"50","GTD","Cooper MacNeil","2","1:47.927","3:48.637","Yellow","Track","0.661","8.265","3.598","5.023","12.863","11.246","6.845","4.567","23.903","23.027","1.922","6.007","124.811"
"96","GTD","Bret Curtis","2","1:48.203","3:49.986","Yellow","Track","0.659","8.285","3.636","5.019","13.289","10.958","7.281","4.720","23.497","22.746","1.920","6.193","125.190"
"73","GTD","Patrick Lindsey","2","1:42.464","3:50.898","Yellow","Track","0.754","8.469","3.314","4.436","12.108","9.271","6.604","4.630","21.940","22.504","1.871","6.563","109.416"
"22","P","Ed Brown","2","2:14.638","4:43.161","Yellow","Pit","0.809","9.790","5.164","5.874","16.340","11.622","9.137","7.515","22.298","0.000","0.000","17.962","101.978"
"10","P","Ricky Taylor","3","2:13.477","5:26.020","Yellow","Track","1.345","15.420","5.787","5.412","15.217","13.868","9.157","8.496","20.232","25.967","2.706","9.870","61.338"
"55","P","Tristan Nunez","3","2:14.375","5:27.455","Yellow","Track","1.318","15.444","6.207","5.570","15.360","13.187","9.160","8.488","20.558","26.588","2.678","9.817","62.595"
"5","P","Christian Fittipaldi","3","2:15.575","5:29.645","Yellow","Track","1.504","15.617","5.930","6.068","15.315","13.320","9.195","8.269","20.970","27.031","2.597","9.759","54.854"
"31","P","Eric Curran","3","2:16.189","5:31.037","Yellow","Track","1.405","15.648","6.173","6.006","15.181","13.288","9.703","7.809","21.452","26.736","2.545","10.243","58.719"
"70","P","Tom Long","3","2:16.183","5:31.824","Yellow","Track","1.432","15.416","6.976","5.280","15.371","13.198","9.990","7.670","21.286","27.052","2.184","10.328","57.612"
"85","P","Misha Goikhberg","3","2:16.697","5:32.865","Yellow","Track","1.444","15.896","6.474","5.324","15.340","13.205","9.905","7.810","21.411","27.108","2.479","10.301","57.133"
"2","P","Scott Sharp","3","2:16.144","5:33.931","Yellow","Track","1.419","15.965","5.726","4.922","15.608","13.041","10.019","8.034","21.251","27.010","1.882","11.267","58.140"
"52","P","Will Owen","3","2:16.526","5:34.990","Yellow","Track","1.404","16.402","5.677","5.089","15.049","13.318","10.040","7.907","21.188","27.344","2.057","11.051","58.761"
"912","GTLM","Laurens Vanthoor","3","2:16.746","5:36.271","Yellow","Track","1.335","17.148","5.211","4.755","15.203","13.532","9.948","7.716","21.450","27.106","2.476","10.866","61.798"
"25","GTLM","Bill Auberlen","3","2:17.343","5:37.869","Yellow","Track","1.381","17.018","5.337","4.677","14.947","14.238","9.589","7.552","21.711","26.931","2.147","11.815","59.739"
"4","GTLM","Oliver Gavin","3","2:17.852","5:40.505","Yellow","Track","1.296","17.690","5.419","4.654","13.981","14.453","10.041","7.095","22.888","25.510","2.516","12.309","63.657"
"24","GTLM","John Edwards","3","2:18.756","5:41.990","Yellow","Track","1.335","17.891","5.913","4.734","13.556","14.432","9.934","6.956","22.865","25.580","2.823","12.737","61.798"
"67","GTLM","Richard Westbrook","3","2:18.527","5:43.630","Yellow","Track","1.308","17.658","6.089","4.684","13.686","14.002","9.474","7.342","23.138","25.841","3.120","12.185","63.073"
"48","GTD","Bryan Sellers","3","2:18.320","5:44.511","Yellow","Track","1.158","17.439","7.015","5.256","13.174","14.494","8.506","7.124","22.942","27.191","2.928","11.093","71.244"
"15","GTD","Jack Hawksworth","3","2:18.352","5:45.485","Yellow","Track","1.219","17.765","6.771","5.105","13.117","15.012","8.462","6.577","23.332","27.482","2.871","10.639","67.678"
"3","GTLM","Jan Magnussen","3","2:19.194","5:46.908","Yellow","Track","1.336","17.697","6.941","5.009","13.254","15.364","8.511","6.225","23.733","27.449","2.768","10.907","61.751"
"28","GTD","Daniel Morad","3","2:17.739","5:47.745","Yellow","Track","0.981","16.949","6.768","5.365","13.540","15.460","8.595","5.996","23.150","27.728","2.656","10.551","84.098"
"16","GTD","Corey Lewis","3","2:16.906","5:49.076","Yellow","Track","0.972","15.800","6.624","5.657","13.567","15.194","8.685","6.008","23.347","27.666","2.279","11.107","84.877"
"57","GTD","Lawson Aschenbach","3","2:17.646","5:50.918","Yellow","Track","1.032","16.270","6.422","4.893","13.524","15.546","8.808","5.700","24.964","26.101","2.855","11.531","79.942"
"33","GTD","Ben Keating","3","2:18.046","5:52.113","Yellow","Track","0.974","16.906","6.203","5.199","13.572","15.277","8.513","5.730","24.759","26.831","2.527","11.555","84.702"
"991","GTD","Jan Heylen","3","2:17.004","5:54.163","Yellow","Track","1.107","15.668","5.832","5.402","13.991","14.232","8.673","5.877","24.887","26.825","2.494","12.016","74.526"
"93","GTD","Katherine Legge","3","2:17.509","5:56.287","Yellow","Track","0.968","15.865","5.490","5.331","14.560","14.415","9.566","5.283","25.408","26.867","2.489","11.267","85.227"
"75","GTD","Boris Said","3","2:17.581","5:57.356","Yellow","Track","0.988","16.149","5.299","5.238","14.506","14.868","9.175","5.080","25.776","26.609","2.550","11.343","83.502"
"66","GTLM","Joey Hand","3","2:17.039","5:58.270","Yellow","Track","1.255","16.910","4.486","4.653","14.462","14.764","9.449","5.256","25.630","26.359","2.597","11.218","65.737"
"63","GTD","Christina Nielsen","3","2:17.007","5:59.092","Yellow","Track","1.225","17.383","4.867","5.129","13.142","14.888","9.593","5.047","25.992","26.157","2.400","11.184","67.347"
"86","GTD","Oswaldo Negri Jr.","3","2:17.691","6:02.058","Yellow","Track","1.138","18.285","6.076","5.039","13.841","13.538","10.072","6.005","23.974","24.867","2.750","12.106","72.496"
"14","GTD","Scott Pruett","3","2:18.089","6:03.865","Yellow","Track","1.091","18.175","5.936","5.021","13.723","13.358","11.171","5.215","25.254","24.340","2.949","11.856","75.619"
"54","GTD","Jonathan Bennett","3","2:18.370","6:04.816","Yellow","Track","1.090","18.931","6.534","5.408","13.056","12.945","10.799","5.212","25.433","24.184","2.825","11.953","75.688"
"911","GTLM","Patrick Pilet","3","2:18.803","6:05.997","Yellow","Track","1.138","18.901","6.644","5.428","13.330","13.149","10.123","5.669","25.534","23.520","2.780","12.587","72.496"
"50","GTD","Cooper MacNeil","3","2:18.472","6:07.109","Yellow","Track","0.888","19.046","7.197","5.176","12.778","13.297","10.708","4.799","27.204","22.889","2.400","12.090","92.905"
"96","GTD","Bret Curtis","3","2:17.758","6:07.744","Yellow","Track","0.880","18.847","7.486","5.220","12.912","13.005","10.832","5.436","27.416","22.350","2.445","10.929","93.750"
"73","GTD","Patrick Lindsey","3","2:17.742","6:08.640","Yellow","Track","0.939","18.750","7.632","4.720","13.013","13.096","11.082","5.400","27.101","22.467","2.350","11.192","87.859"
"10","P","Ricky Taylor","4","2:09.823","7:35.843","Yellow","Track","1.257","18.380","5.927","5.136","15.436","12.649","8.707","8.558","18.432","22.306","2.662","10.373","65.632"
"55","P","Tristan Nunez","4","2:09.366","7:36.821","Yellow","Track","1.233","17.435","6.356","5.239","15.361","12.721","8.681","8.228","19.062","22.259","2.739","10.052","66.910"
"5","P","Christian Fittipaldi","4","2:08.437","7:38.082","Yellow","Track","0.919","17.526","5.932","5.376","15.458","13.120","8.599","8.182","19.342","21.402","2.665","9.916","89.771"
"31","P","Eric Curran","4","2:08.820","7:39.857","Yellow","Track","1.217","17.134","6.292","5.446","15.017","13.463","8.865","7.658","19.365","21.945","2.581","9.837","67.790"
"70","P","Tom Long","4","2:08.758","7:40.582","Yellow","Track","1.278","17.932","6.010","5.001","15.781","12.930","8.584","7.989","19.126","21.880","2.577","9.670","64.554"
"85","P","Misha Goikhberg","4","2:08.418","7:41.283","Yellow","Track","1.185","17.831","6.157","4.918","15.601","12.801","8.524","8.118","19.245","21.880","2.651","9.507","69.620"
"2","P","Scott Sharp","4","2:08.624","7:42.555","Yellow","Track","1.179","18.069","5.878","4.705","15.771","13.264","8.834","7.283","19.277","22.062","1.899","10.403","69.975"
"52","P","Will Owen","4","2:08.512","7:43.502","Yellow","Track","1.008","18.072","5.898","4.901","15.293","13.644","8.892","7.154","19.436","21.948","2.052","10.214","81.845"
"912","GTLM","Laurens Vanthoor","4","2:08.295","7:44.566","Yellow","Track","1.142","17.866","6.069","4.508","15.185","13.632","9.065","7.581","20.301","20.715","1.911","10.320","72.242"
"25","GTLM","Bill Auberlen","4","2:07.809","7:45.678","Yellow","Track","1.366","17.429","7.029","4.847","13.406","14.444","8.896","6.675","20.791","20.634","1.789","10.503","60.395"
"4","GTLM","Oliver Gavin","4","2:08.458","7:48.963","Yellow","Track","1.344","17.915","6.799","5.489","12.671","13.515","8.868","6.869","21.838","20.206","2.043","10.901","61.384"
"24","GTLM","John Edwards","4","2:07.650","7:49.640","Yellow","Track","1.153","17.292","6.812","5.425","12.741","13.982","8.688","6.712","22.158","19.789","1.966","10.932","71.552"
"67","GTLM","Richard Westbrook","4","2:07.292","7:50.922","Yellow","Track","1.437","17.107","6.487","5.332","12.514","14.612","8.349","6.780","21.744","20.689","1.788","10.453","57.411"
"48","GTD","Bryan Sellers","4","2:07.919","7:52.430","Yellow","Track","1.664","17.638","5.958","5.257","12.774","14.095","9.126","6.510","21.699","23.652","1.729","7.817","49.579"
"15","GTD","Jack Hawksworth","4","2:08.783","7:54.268","Yellow","Track","1.807","17.901","5.602","5.151","12.596","14.947","8.832","5.992","22.543","24.473","1.775","7.164","45.656"
"3","GTLM","Jan Magnussen","4","2:08.733","7:55.641","Yellow","Track","1.537","17.658","5.572","5.209","13.005","14.862","8.920","6.063","22.445","24.815","1.755","6.892","53.676"
"28","GTD","Daniel Morad","4","2:08.931","7:56.676","Yellow","Track","1.311","18.489","5.478","4.928","13.449","15.270","8.268","6.012","22.032","25.159","1.908","6.627","62.929"
"16","GTD","Corey Lewis","4","2:09.842","7:58.918","Yellow","Track","1.232","18.477","5.826","5.005","13.204","15.259","8.709","5.799","21.820","24.943","2.097","7.471","66.964"
"57","GTD","Lawson Aschenbach","4","2:10.204","8:01.122","Yellow","Track","1.380","17.953","7.038","4.833","12.079","14.534","9.370","5.611","22.460","23.758","2.114","9.074","59.783"
"33","GTD","Ben Keating","4","2:10.074","8:02.187","Yellow","Track","1.164","18.563","6.905","4.976","12.675","13.923","8.923","5.230","22.538","24.443","1.946","8.788","70.876"
"991","GTD","Jan Heylen","4","2:09.389","8:03.552","Yellow","Track","1.386","18.233","6.017","5.126","13.497","13.523","9.195","5.346","21.962","24.826","1.977","8.301","59.524"
"93","GTD","Katherine Legge","4","2:09.226","8:05.513","Yellow","Track","1.680","17.403","5.863","5.167","13.185","13.597","9.018","5.161","23.513","24.265","1.810","8.564","49.107"
"75","GTD","Boris Said","4","2:09.089","8:06.445","Yellow","Track","1.475","18.006","5.361","5.366","12.956","13.815","8.810","5.243","23.292","24.785","1.883","8.097","55.932"
"66","GTLM","Joey Hand","4","2:09.747","8:08.017","Yellow","Track","1.596","18.178","5.221","5.055","13.176","15.119","9.352","4.671","22.529","24.673","2.284","7.893","51.692"
"63","GTD","Christina Nielsen","4","2:09.804","8:08.896","Yellow","Track","1.448","18.631","5.041","5.024","13.291","14.897","9.843","4.665","22.091","24.626","2.228","8.019","56.975"
"86","GTD","Oswaldo Negri Jr.","4","2:08.929","8:10.987","Yellow","Track","1.661","19.505","5.752","5.581","14.847","11.917","9.606","5.818","20.951","22.252","2.225","8.814","49.669"
"14","GTD","Scott Pruett","4","2:10.036","8:13.901","Yellow","Track","1.740","19.376","6.275","5.594","14.698","11.101","9.498","6.259","20.808","22.948","2.254","9.485","47.414"
"54","GTD","Jonathan Bennett","4","2:09.830","8:14.646","Yellow","Track","1.928","19.337","6.324","5.341","14.381","11.289","10.056","5.979","20.635","23.369","1.937","9.254","42.790"
"911","GTLM","Patrick Pilet","4","2:10.243","8:16.240","Yellow","Track","1.907","19.689","5.906","5.072","14.618","11.519","9.426","6.142","20.817","22.899","1.962","10.286","43.262"
"50","GTD","Cooper MacNeil","4","2:10.253","8:17.362","Yellow","Track","1.878","21.562","4.207","5.062","13.988","12.080","9.794","6.038","21.202","22.103","1.773","10.566","43.930"
"96","GTD","Bret Curtis","4","2:11.154","8:18.898","Yellow","Track","2.001","22.072","5.003","5.284","13.944","10.813","9.816","5.972","21.323","22.157","1.989","10.780","41.229"
"73","GTD","Patrick Lindsey","4","2:12.530","8:21.170","Yellow","Track","2.117","21.923","5.185","4.814","14.017","11.454","9.109","5.877","22.594","21.298","2.147","11.995","38.970"
"10","P","Ricky Taylor","5","2:06.223","9:42.066","Yellow","Track","1.345","14.858","6.493","5.498","15.187","12.058","9.387","7.507","19.019","23.766","1.857","9.248","61.338"
"55","P","Tristan Nunez","5","2:06.154","9:42.975","Yellow","Track","1.271","15.548","6.664","5.303","14.627","12.050","9.317","7.464","19.163","23.860","2.004","8.883","64.910"
"5","P","Christian Fittipaldi","5","2:06.035","9:44.117","Yellow","Track","1.501","15.309","6.659","5.210","15.210","12.075","9.297","7.048","18.939","24.596","2.010","8.181","54.963"
"31","P","Eric Curran","5","2:05.259","9:45.116","Yellow","Track","1.360","15.309","6.680","5.651","14.652","12.820","8.691","6.352","18.999","24.490","2.131","8.124","60.662"
"70","P","Tom Long","5","2:05.520","9:46.102","Yellow","Track","1.404","15.970","7.400","4.744","15.604","11.523","9.151","6.496","18.527","25.079","1.694","7.928","58.761"
"85","P","Misha Goikhberg","5","2:06.155","9:47.438","Yellow","Track","1.355","16.566","6.940","4.808","15.264","11.411","9.618","6.078","18.708","25.362","1.877","8.168","60.886"
"2","P","Scott Sharp","5","2:06.632","9:49.187","Yellow","Track","1.346","16.845","6.156","5.091","15.477","10.608","10.449","5.574","17.924","26.359","2.102","8.701","61.293"
"52","P","Will Owen","5","2:06.465","9:49.967","Yellow","Track","1.201","16.997","6.066","5.202","15.193","10.926","10.455","5.629","18.107","26.035","1.867","8.787","68.693"
"912","GTLM","Laurens Vanthoor","5","2:06.362","9:50.928","Yellow","Track","1.301","17.686","5.866","4.374","15.408","11.071","10.464","5.168","19.167","25.381","1.740","8.736","63.413"
"25","GTLM","Bill Auberlen","5","2:06.155","9:51.833","Yellow","Track","1.480","17.827","5.718","4.519","14.751","11.189","10.502","4.976","19.215","25.492","1.791","8.695","55.743"
"4","GTLM","Oliver Gavin","5","2:07.125","9:56.088","Yellow","Track","1.708","17.147","5.124","4.736","14.533","11.287","9.644","5.426","19.846","24.400","2.337","10.937","48.302"
"24","GTLM","John Edwards","5","2:07.061","9:56.701","Yellow","Track","1.597","17.650","5.400","4.493","14.049","11.825","9.452","5.026","19.916","25.006","1.938","10.709","51.659"
"67","GTLM","Richard Westbrook","5","2:07.380","9:58.302","Yellow","Track","1.619","17.511","6.419","4.652","12.686","12.383","8.794","5.002","20.900","24.139","1.927","11.348","50.957"
"48","GTD","Bryan Sellers","5","2:06.623","9:59.053","Yellow","Track","1.335","18.195","5.314","5.075","13.273","11.317","9.820","4.483","20.289","24.983","1.748","10.791","61.798"
"15","GTD","Jack Hawksworth","5","2:05.845","10:00.113","Yellow","Track","1.188","18.077","5.332","5.541","12.492","11.461","9.741","4.551","19.694","24.978","1.833","10.957","69.444"
"3","GTLM","Jan Magnussen","5","2:05.217","10:00.858","Yellow","Track","1.204","17.892","5.812","5.677","13.251","10.355","9.551","4.503","19.277","25.042","1.764","10.889","68.522"
"28","GTD","Daniel Morad","5","2:05.172","10:01.848","Yellow","Track","1.141","18.294","5.377","5.400","13.538","10.531","9.767","4.742","18.691","25.867","2.036","9.788","72.305"
"16","GTD","Corey Lewis","5","2:04.275","10:03.193","Yellow","Track","0.961","17.912","5.226","4.861","13.644","10.499","10.060","5.544","17.793","25.678","1.865","10.232","85.848"
"57","GTD","Lawson Aschenbach","5","2:05.852","10:06.974","Yellow","Track","1.111","17.148","5.711","4.527","12.459","10.986","9.970","5.924","18.225","26.634","2.956","10.201","74.257"
"33","GTD","Ben Keating","5","2:05.601","10:07.788","Yellow","Track","0.970","17.087","6.120","4.838","12.362","10.379","10.553","5.365","17.983","26.609","2.831","10.504","85.052"
"991","GTD","Jan Heylen","5","2:05.191","10:08.743","Yellow","Track","1.173","17.329","5.633","5.001","12.623","9.865","10.344","5.021","17.592","27.016","2.924","10.670","70.332"
"93","GTD","Katherine Legge","5","2:03.785","10:09.298","Yellow","Track","1.076","16.944","5.692","4.909","12.555","9.824","9.841","4.852","17.679","26.728","3.074","10.611","76.673"
"75","GTD","Boris Said","5","2:04.689","10:11.134","Yellow","Track","1.224","17.147","5.725","5.158","12.633","9.431","9.650","4.860","17.947","26.330","2.962","11.622","67.402"
"66","GTLM","Joey Hand","5","2:04.427","10:12.444","Yellow","Track","1.202","17.475","5.771","5.095","12.754","9.406","8.838","4.823","17.694","26.749","2.641","11.979","68.636"
