"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"85","P","Misha Goikhberg","15","1:26.997","21:50.883","Green","Track","3.239","11.169","0.501","12.949","10.119","8.817","0.508","13.170","10.283","9.848","2.127","4.267","157.866","159.717"
"55","P","Jonathan Bomarito","15","1:25.841","21:51.830","Green","Track","3.216","11.325","0.516","12.922","9.958","8.812","0.517","12.810","9.994","9.484","2.146","4.141","153.277","156.937"
"93","GTD","Katherine Legge","14","1:32.946","21:51.876","Green","Track","3.789","12.712","0.566","13.635","10.511","9.710","0.567","13.473","10.558","10.674","2.366","4.385","139.737","143.098"
"10","P","Ricky Taylor","15","1:26.933","21:54.306","Green","Track","3.241","11.294","0.511","12.877","9.866","8.822","0.512","13.407","10.356","9.891","2.170","3.986","154.777","158.469"
"70","P","Tom Long","15","1:27.243","21:55.259","Green","Track","3.268","12.191","0.519","13.489","10.117","8.858","0.517","12.805","9.846","9.480","2.161","3.992","152.391","156.937"
"48","GTD","Bryan Sellers","14","1:33.867","21:55.811","Green","Track","3.499","12.781","0.563","14.094","10.698","9.731","0.567","13.821","10.488","10.767","2.423","4.435","140.481","143.098"
"90","P","Renger Van Der Zande","15","1:27.766","21:55.993","Green","Track","3.296","12.095","0.518","13.762","10.131","9.010","0.524","12.877","9.836","9.539","2.158","4.020","152.685","154.840"
"2","P","Scott Sharp","15","1:27.258","21:56.694","Green","Track","3.326","11.692","0.508","13.677","10.053","8.784","0.508","12.944","9.971","9.740","2.139","3.916","155.691","159.717"
"28","GTD","Daniel Morad","14","1:33.229","22:00.602","Green","Track","3.622","12.896","0.564","14.581","10.656","9.651","0.565","13.405","10.433","10.109","2.365","4.382","140.232","143.604"
"16","GTD","Corey Lewis","14","1:32.401","22:01.175","Green","Track","3.505","12.634","0.567","13.913","10.588","9.849","0.572","13.326","10.354","10.248","2.400","4.445","139.490","141.847"
"14","GTD","Scott Pruett","14","1:32.324","22:03.216","Green","Track","3.466","12.583","0.561","13.758","10.552","9.659","0.560","13.635","10.517","10.235","2.402","4.396","140.982","144.886"
"63","GTD","Christina Nielsen","14","1:32.363","22:03.695","Green","Track","3.443","12.649","0.558","13.680","10.607","9.602","0.562","13.653","10.462","10.403","2.377","4.367","141.740","144.371"
"33","GTD","Ben Keating","14","1:32.394","22:05.571","Green","Track","3.430","12.695","0.569","13.841","10.665","9.655","0.567","13.525","10.368","10.313","2.372","4.394","139.000","143.098"
"50","GTD","Cooper MacNeil","14","1:32.970","22:08.724","Green","Track","3.421","12.574","0.569","13.997","10.616","9.723","0.575","13.729","10.464","10.474","2.388","4.440","139.000","141.107"
"73","GTD","Patrick Lindsey","14","1:32.281","22:09.151","Green","Track","3.380","12.720","0.561","13.809","10.497","9.654","0.560","13.527","10.454","10.387","2.369","4.363","140.982","144.886"
"96","GTD","Bret Curtis","14","1:32.165","22:09.725","Green","Track","3.323","12.811","0.557","13.748","10.601","9.620","0.556","13.471","10.487","10.249","2.379","4.363","141.994","145.929"
"86","GTD","Oswaldo Negri Jr.","14","1:32.573","22:10.552","Green","Track","3.332","12.862","0.566","13.856","10.513","9.701","0.565","13.603","10.436","10.312","2.404","4.423","139.737","143.604"
"15","GTD","Robert Alon","14","1:31.940","22:10.891","Green","Track","3.312","12.683","0.559","13.827","10.628","9.683","0.560","13.509","10.350","10.133","2.357","4.339","141.486","144.886"
"54","GTD","Jonathan Bennett","14","1:33.722","22:24.879","Green","Track","3.565","12.886","0.568","13.982","10.678","9.733","0.566","13.671","10.610","10.599","2.426","4.438","139.245","143.350"
"38","PC","James French","15","1:29.196","22:25.485","Green","Track","3.515","12.037","0.542","13.465","10.419","9.054","0.547","13.215","10.047","9.977","2.236","4.142","145.924","148.330"
"20","PC","Don Yount","14","1:34.700","22:43.738","Green","Track","3.589","12.726","0.548","14.802","11.124","9.298","0.557","14.276","10.604","10.589","2.320","4.267","144.326","145.667"
"22","P","Ed Brown","15","1:29.480","22:58.831","Green","Track","3.219","11.932","0.518","13.453","10.647","8.838","0.515","13.463","10.518","10.182","2.187","4.008","152.685","157.546"
"75","GTD","Kenny Habul","13","1:33.661","23:07.813","Green","Track","3.457","12.715","0.574","13.977","10.881","9.877","0.577","14.033","10.374","10.333","2.406","4.457","137.789","140.618"
"5","P","Christian Fittipaldi","16","1:25.648","23:08.828","Green","Track","3.097","11.177","0.513","13.011","9.802","8.866","0.517","12.787","9.810","9.869","2.177","4.022","154.173","156.937"
"57","GTD","Lawson Aschenbach","15","1:31.608","23:09.310","Green","Track","3.323","12.622","0.569","13.584","10.317","9.783","0.573","13.359","10.316","10.278","2.417","4.467","139.000","141.599"
"31","P","Eric Curran","16","1:25.229","23:10.045","Green","Track","3.135","11.238","0.514","12.981","9.802","8.860","0.518","12.739","9.847","9.456","2.145","3.994","153.873","156.634"
"85","P","Misha Goikhberg","16","1:26.625","23:17.508","Green","Track","3.377","11.357","0.505","12.976","10.120","8.913","0.511","13.091","10.169","9.559","2.116","3.931","156.616","158.780"
