"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"38","PC","James French","5","1:16.813","56:58.149","Green","Track","5.296","3.744","19.889","20.676","7.287","0.539","18.536","0.846","160.651"
"26","PC","Garett Grist","5","1:17.493","57:11.779","Green","Track","5.309","3.903","20.562","20.568","7.234","0.539","18.518","0.860","160.651"
"20","PC","Don Yount","5","1:18.796","57:16.820","Green","Track","5.369","3.848","20.759","21.217","7.318","0.542","18.885","0.858","159.762"
"38","PC","James French","6","1:16.262","58:14.411","Green","Track","5.282","3.679","19.759","20.464","7.256","0.537","18.439","0.846","161.249"
"26","PC","Garett Grist","6","1:17.244","58:29.023","Green","Track","5.334","3.911","20.328","20.639","7.255","0.540","18.385","0.852","160.354"
"20","PC","Don Yount","6","1:18.365","58:35.185","Green","Track","5.345","3.823","20.764","21.121","7.300","0.542","18.616","0.854","159.762"
"38","PC","James French","7","1:16.069","59:30.480","Green","Track","5.276","3.624","19.741","20.392","7.248","0.537","18.404","0.847","161.249"
"26","PC","Garett Grist","7","1:17.794","59:46.817","Green","Track","5.304","3.899","20.541","20.832","7.300","0.542","18.491","0.885","159.762"
"20","PC","Don Yount","7","1:18.065","59:53.250","Green","Track","5.343","3.810","20.626","20.795","7.292","0.541","18.802","0.856","160.057"
"38","PC","James French","8","1:35.092","1:01:05.572","Green","Pit","5.563","4.056","22.501","21.894","7.415","0.589","23.239","9.835","147.013"
"20","PC","Don Yount","8","1:18.067","1:01:11.317","Green","Track","5.321","3.793","20.720","21.039","7.274","0.539","18.523","0.858","160.651"
"26","PC","Garett Grist","8","1:38.608","1:01:25.425","Green","Pit","5.416","3.917","21.896","23.718","8.825","0.707","24.509","9.620","122.477"
"20","PC","Don Yount","9","1:18.291","1:02:29.608","Green","Track","5.328","3.753","20.889","21.092","7.303","0.541","18.534","0.851","160.057"
"20","PC","Don Yount","10","1:17.902","1:03:47.510","Green","Track","5.273","3.805","20.546","20.986","7.307","0.540","18.591","0.854","160.354"
"20","PC","Don Yount","11","1:17.628","1:05:05.138","Finish","Track","5.316","3.756","20.614","20.745","7.278","0.540","18.527","0.852","160.354"
"10","P","Ricky Taylor","1","1:16:29.695","1:16:29.695","Green","Track","0.000","6.082","25.150","22.714","7.082","0.521","19.125","0.852","166.201"
"85","P","Misha Goikhberg","1","1:16:37.270","1:16:37.270","Green","Track","0.000","5.291","24.119","22.962","8.902","0.672","20.088","0.861","128.856"
"2","P","Brendon Hartley","1","1:16:44.976","1:16:44.976","Green","Track","0.000","5.749","25.447","23.347","9.150","0.826","23.425","0.860","104.832"
