"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP5"
"66","GTLM","Dirk Mueller","40","1:41.817","1:09:37.831","Green","Track","21.083","15.216","12.195","14.804","10.894","0.499","21.636","5.273","0.217","163.964"
"3","GTLM","Antonio Garcia","40","1:42.047","1:09:39.673","Green","Track","21.147","15.444","12.095","14.869","10.853","0.497","21.657","5.270","0.215","164.624"
"4","GTLM","Oliver Gavin","40","1:43.275","1:09:44.362","Green","Track","21.239","15.422","12.364","15.406","10.853","0.498","21.974","5.302","0.217","164.294"
"96","GTD","Jesse Krohn","39","1:45.576","1:09:45.334","Green","Track","21.557","15.888","12.677","15.436","11.103","0.511","22.789","5.394","0.221","160.114"
"67","GTLM","Ryan Briscoe","40","1:42.645","1:09:47.066","Green","Track","21.181","15.361","12.366","15.017","10.957","0.502","21.749","5.294","0.218","162.984"
"24","GTLM","John Edwards","30","1:42.889","1:09:53.019","Green","Track","21.296","15.335","12.310","14.960","11.087","0.511","21.802","5.366","0.222","160.114"
"912","GTLM","Gianmaria Bruni","40","1:43.118","1:09:59.539","Green","Track","21.248","15.422","12.399","15.095","11.117","0.508","21.739","5.370","0.220","161.059"
"33","GTD","Trent Hindman","39","1:45.704","1:10:05.178","Green","Track","21.781","15.883","12.655","15.364","11.282","0.518","22.498","5.497","0.226","157.950"
"80","GTD","Mike Skeen","37","1:46.136","1:10:10.447","Green","Track","21.852","15.946","12.721","15.391","11.394","0.518","22.562","5.527","0.225","157.950"
"48","GTD","Bryan Sellers","39","1:45.314","1:10:16.770","Green","Track","21.583","15.952","12.739","15.432","11.203","0.511","22.239","5.433","0.222","160.114"
"15","GTD","Jack Hawksworth","39","1:45.150","1:10:19.573","Green","Track","21.765","15.833","12.510","15.396","11.172","0.512","22.319","5.421","0.222","159.801"
"63","GTD","Alessandro Balzan","39","1:45.306","1:10:27.157","Green","Track","21.642","15.845","12.656","15.385","11.157","0.510","22.445","5.445","0.221","160.428"
"14","GTD","Robert Alon","38","1:46.610","1:10:29.682","Green","Track","22.302","15.975","12.579","15.560","11.196","0.514","22.834","5.428","0.222","159.179"
"57","GTD","Andrew Davis","37","1:45.655","1:10:42.219","Green","Track","21.690","15.901","12.565","15.390","11.157","0.510","22.778","5.441","0.223","160.428"
"54","GTD","Colin Braun","38","1:45.800","1:10:49.007","Green","Track","21.862","15.919","12.614","15.641","11.129","0.509","22.462","5.442","0.222","160.743"
"911","GTLM","Patrick Pilet","40","1:43.780","1:10:57.574","Green","Track","21.254","15.359","12.393","15.322","11.142","0.512","22.170","5.406","0.222","159.801"
"25","GTLM","Bill Auberlen","41","1:42.210","1:11:01.132","Green","Track","21.223","15.274","12.178","14.824","10.940","0.504","21.730","5.318","0.219","162.338"
"50","GTD","Gunnar Jeannette","39","1:45.972","1:11:04.797","Green","Track","22.125","15.903","12.624","15.492","11.121","0.507","22.584","5.396","0.220","161.377"
"28","GTD","Daniel Morad","39","1:45.538","1:11:05.632","Green","Track","21.788","15.953","12.647","15.474","11.101","0.506","22.458","5.392","0.219","161.696"
"16","GTD","Jeroen Mul","40","1:44.969","1:11:18.247","Green","Track","21.417","15.781","12.693","15.280","11.174","0.509","22.452","5.441","0.222","160.743"
"62","GTLM","Toni Vilander","41","1:43.400","1:11:20.954","Green","Track","21.127","15.989","12.310","15.043","11.062","0.506","21.818","5.327","0.218","161.696"
"66","GTLM","Dirk Mueller","41","1:43.424","1:11:21.255","Green","Track","21.209","15.853","12.502","15.141","11.018","0.499","21.739","5.251","0.212","163.964"
"3","GTLM","Antonio Garcia","41","1:42.672","1:11:22.345","Green","Track","21.130","15.563","12.251","15.028","10.857","0.498","21.889","5.242","0.214","164.294"
"4","GTLM","Oliver Gavin","41","1:42.648","1:11:27.010","Green","Track","21.188","15.481","12.154","15.037","10.913","0.499","21.877","5.282","0.217","163.964"
"67","GTLM","Ryan Briscoe","41","1:44.196","1:11:31.262","Green","Track","21.080","15.547","12.399","15.470","10.979","0.505","22.641","5.357","0.218","162.016"
"96","GTD","Jesse Krohn","40","1:46.901","1:11:32.235","Green","Track","21.676","15.961","12.654","16.557","11.171","0.510","22.624","5.523","0.225","160.428"
"73","GTD","Joerg Bergmeister","38","2:05.504","1:11:32.830","Green","Track","30.270","19.049","14.804","16.850","11.444","0.567","26.474","5.814","0.232","144.300"
"24","GTLM","John Edwards","31","1:42.904","1:11:35.923","Green","Track","21.237","15.384","12.305","15.152","11.111","0.513","21.651","5.331","0.220","159.490"
"912","GTLM","Gianmaria Bruni","41","1:42.898","1:11:42.437","Green","Track","21.064","15.452","12.436","15.018","11.117","0.509","21.726","5.356","0.220","160.743"
"33","GTD","Trent Hindman","40","1:45.929","1:11:51.107","Green","Track","21.791","15.897","12.693","15.467","11.316","0.521","22.519","5.499","0.226","157.041"
"80","GTD","Mike Skeen","38","1:46.228","1:11:56.675","Green","Track","21.690","15.814","12.724","15.535","11.369","0.517","22.798","5.554","0.227","158.256"
"48","GTD","Bryan Sellers","40","1:45.370","1:12:02.140","Green","Track","21.522","15.981","12.734","15.461","11.216","0.513","22.280","5.440","0.223","159.490"
"15","GTD","Jack Hawksworth","40","1:45.229","1:12:04.802","Green","Track","21.632","15.880","12.526","15.557","11.185","0.513","22.307","5.406","0.223","159.490"
"63","GTD","Alessandro Balzan","40","1:45.477","1:12:12.634","Green","Track","21.746","15.995","12.644","15.431","11.154","0.511","22.342","5.432","0.222","160.114"
"14","GTD","Robert Alon","39","1:46.596","1:12:16.278","Green","Track","22.034","16.076","12.594","15.514","11.205","0.514","22.987","5.449","0.223","159.179"
