"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"29","GTD","Sheldon van der Linde","3","1:48.908","6:02.552","Green","Track","11.553","24.246","20.690","7.806","6.412","5.983","9.978","7.232","6.345","5.225","0.468","2.970","174.825"
"63","GTD","Alessandro Balzan","3","1:47.992","6:04.822","Green","Track","11.444","23.994","20.596","7.731","6.303","5.937","9.972","7.155","6.242","5.181","0.464","2.973","176.332"
"33","GTD","Ben Keating","3","1:49.950","6:07.621","Green","Track","11.915","24.370","20.925","7.824","6.458","6.006","10.167","7.296","6.315","5.220","0.469","2.985","174.452"
"64","GTD","Sam Bird","3","1:49.253","6:13.128","Green","Track","11.829","24.496","21.025","7.764","6.285","5.899","10.003","7.150","6.242","5.150","0.462","2.948","177.096"
"86","GTD","Alvaro Parente","3","1:49.001","6:21.303","Green","Track","11.599","24.094","20.930","7.719","6.381","6.069","9.945","7.172","6.346","5.276","0.475","2.995","172.249"
"44","GTD","Andy Lally","3","1:47.940","6:22.872","Green","Track","11.275","24.321","20.809","7.781","6.376","5.904","9.698","7.119","6.209","5.085","0.458","2.905","178.642"
"93","GTD","C̫me Ledogar","3","1:49.017","6:22.966","Green","Track","11.618","24.250","20.711","7.752","6.389","6.036","10.062","7.208","6.316","5.208","0.470","2.997","174.081"
"15","GTD","Jack Hawksworth","3","1:50.053","6:41.947","Green","Track","11.206","23.950","20.518","7.650","6.373","5.974","11.854","7.427","6.381","5.256","0.471","2.993","173.712"
"69","GTD","Ryan Eversley","3","1:48.959","6:42.464","Green","Track","11.608","24.110","20.696","7.737","6.426","6.059","10.172","7.204","6.297","5.203","0.465","2.982","175.953"
"19","GTD","Christopher Lenz","3","1:54.619","6:43.037","Green","Track","12.199","25.175","21.441","7.841","6.366","5.919","12.028","7.857","6.553","5.615","0.493","3.132","165.960"
"75","GTD","Kenny Habul","3","1:51.838","6:44.267","Green","Track","12.995","24.742","21.271","7.922","6.444","6.021","10.162","7.258","6.338","5.225","0.468","2.992","174.825"
"14","GTD","Dominik Baumann","3","1:47.800","6:53.995","Green","Track","11.479","23.844","20.472","7.740","6.367","6.004","9.711","7.159","6.315","5.236","0.470","3.003","174.081"
"58","GTD","Robert Renauer","3","1:48.750","6:58.203","Green","Track","11.628","24.139","20.510","7.745","6.382","5.984","10.112","7.263","6.294","5.224","0.469","3.000","174.452"
"59","GTD","Sven Muller","3","1:48.409","7:00.539","Green","Track","11.638","24.523","20.494","7.699","6.323","5.936","9.742","7.172","6.272","5.179","0.465","2.966","175.953"
"51","GTD","Daniel Serra","3","1:46.828","7:05.700","Green","Track","11.465","23.760","20.371","7.598","6.245","5.869","9.812","7.041","6.174","5.112","0.459","2.922","178.253"
"48","GTD","Bryce Miller","3","1:49.380","7:26.700","Green","Track","11.804","24.525","20.768","7.766","6.371","5.955","10.092","7.186","6.290","5.196","0.467","2.960","175.200"
"11","GTD","Mirko Bortolotti","3","1:51.639","7:40.546","Green","Track","11.716","24.158","20.622","7.738","6.269","7.842","11.404","7.155","6.208","5.132","0.460","2.935","177.866"
"82","GTD","Miguel Molina","4","1:47.701","7:46.866","Green","Track","11.795","23.839","20.599","7.670","6.257","5.891","9.783","7.076","6.209","5.169","0.465","2.948","175.953"
"96","GTD","Cameron Lawrence","4","1:48.534","7:49.131","Green","Track","11.545","24.320","20.797","7.642","6.284","5.955","10.044","7.123","6.216","5.176","0.466","2.966","175.575"
"29","GTD","Sheldon van der Linde","4","1:48.084","7:50.636","Green","Track","11.319","23.920","20.538","7.818","6.403","5.960","9.913","7.237","6.326","5.216","0.467","2.967","175.200"
"63","GTD","Alessandro Balzan","4","1:47.560","7:52.382","Green","Track","11.318","23.955","20.502","7.732","6.297","5.894","9.894","7.149","6.223","5.172","0.464","2.960","176.332"
"33","GTD","Ben Keating","4","1:48.903","7:56.524","Green","Track","11.670","23.964","20.739","7.799","6.458","6.012","10.102","7.155","6.312","5.229","0.472","2.991","173.344"
"64","GTD","Sam Bird","4","1:48.462","8:01.590","Green","Track","11.540","24.187","20.766","7.767","6.270","5.884","10.094","7.171","6.224","5.146","0.463","2.950","176.713"
"86","GTD","Alvaro Parente","4","1:47.751","8:09.054","Green","Track","11.321","23.858","20.410","7.681","6.395","6.057","9.847","7.119","6.311","5.265","0.476","3.011","171.887"
"44","GTD","Andy Lally","4","1:47.558","8:10.430","Green","Track","11.266","24.078","20.516","7.760","6.382","5.938","9.682","7.108","6.253","5.167","0.465","2.943","175.953"
"93","GTD","C̫me Ledogar","4","1:50.018","8:12.984","Green","Track","12.141","24.641","20.609","7.731","6.449","6.109","9.984","7.184","6.353","5.301","0.479","3.037","170.810"
"15","GTD","Jack Hawksworth","4","1:47.244","8:29.191","Green","Track","11.345","23.798","20.316","7.713","6.380","6.026","9.556","7.129","6.303","5.221","0.469","2.988","174.452"
"69","GTD","Ryan Eversley","4","1:48.763","8:31.227","Green","Track","11.594","24.091","20.749","7.743","6.407","6.043","9.841","7.250","6.317","5.241","0.469","3.018","174.452"
"75","GTD","Kenny Habul","4","1:51.064","8:35.331","Green","Track","11.560","24.952","22.088","7.746","6.376","5.994","10.177","7.173","6.298","5.230","0.470","3.000","174.081"
"19","GTD","Christopher Lenz","4","1:53.807","8:36.844","Green","Track","12.320","25.591","21.604","7.867","6.380","6.544","11.356","7.298","6.284","5.157","0.462","2.944","177.096"
"14","GTD","Dominik Baumann","4","1:47.236","8:41.231","Green","Track","11.268","23.903","20.435","7.678","6.355","5.981","9.602","7.081","6.261","5.207","0.468","2.997","174.825"
"58","GTD","Robert Renauer","4","1:48.268","8:46.471","Green","Track","11.663","23.895","20.491","7.774","6.379","5.957","9.892","7.253","6.269","5.215","0.470","3.010","174.081"
"59","GTD","Sven Muller","4","1:48.020","8:48.559","Green","Track","11.313","23.909","20.718","7.770","6.333","5.915","9.978","7.217","6.250","5.173","0.466","2.978","175.575"
"51","GTD","Daniel Serra","4","1:46.407","8:52.107","Green","Track","11.325","23.603","20.387","7.608","6.236","5.839","9.777","7.012","6.137","5.103","0.457","2.923","179.033"
"48","GTD","Bryce Miller","4","1:49.089","9:15.789","Green","Track","11.784","24.497","20.725","7.758","6.357","5.940","10.006","7.139","6.272","5.183","0.466","2.962","175.575"
"11","GTD","Mirko Bortolotti","4","1:47.206","9:27.752","Green","Track","11.414","23.907","20.386","7.711","6.262","5.853","9.871","7.116","6.183","5.114","0.458","2.931","178.642"
"82","GTD","Miguel Molina","5","1:46.967","9:33.833","Green","Track","11.323","23.697","20.492","7.642","6.262","5.871","9.819","7.078","6.207","5.165","0.464","2.947","176.332"
"96","GTD","Cameron Lawrence","5","1:48.007","9:37.138","Green","Track","11.670","23.931","20.770","7.629","6.296","5.951","9.864","7.075","6.211","5.176","0.467","2.967","175.200"
"29","GTD","Sheldon van der Linde","5","1:47.975","9:38.611","Green","Track","11.388","23.818","20.561","7.816","6.392","5.939","9.867","7.241","6.321","5.205","0.467","2.960","175.200"
"63","GTD","Alessandro Balzan","5","1:47.055","9:39.437","Green","Track","11.199","23.795","20.478","7.761","6.295","5.891","9.773","7.127","6.208","5.135","0.462","2.931","177.096"
"33","GTD","Ben Keating","5","1:48.405","9:44.929","Green","Track","11.513","23.977","20.562","7.747","6.415","6.021","10.050","7.131","6.305","5.223","0.470","2.991","174.081"
"64","GTD","Sam Bird","5","1:50.787","9:52.377","Green","Track","13.334","24.342","21.166","7.814","6.302","5.888","9.982","7.156","6.220","5.156","0.463","2.964","176.713"
"86","GTD","Alvaro Parente","5","1:47.484","9:56.538","Green","Track","11.328","23.683","20.467","7.650","6.377","6.027","9.784","7.132","6.304","5.254","0.475","3.003","172.249"
"44","GTD","Andy Lally","5","1:47.886","9:58.316","Green","Track","11.206","24.005","20.784","7.777","6.380","5.920","9.783","7.162","6.277","5.177","0.465","2.950","175.953"
"93","GTD","C̫me Ledogar","5","1:48.819","10:01.803","Green","Track","11.589","24.051","20.612","7.733","6.466","6.086","9.879","7.192","6.367","5.311","0.482","3.051","169.747"
"15","GTD","Jack Hawksworth","5","1:46.914","10:16.105","Green","Track","11.259","23.759","20.399","7.683","6.358","5.977","9.362","7.138","6.292","5.226","0.470","2.991","174.081"
"69","GTD","Ryan Eversley","5","1:48.421","10:19.648","Green","Track","11.501","23.961","20.475","7.745","6.388","6.021","10.027","7.192","6.326","5.265","0.467","3.053","175.200"
"75","GTD","Kenny Habul","5","1:48.480","10:23.811","Green","Track","11.511","24.119","20.743","7.774","6.418","5.990","9.819","7.117","6.290","5.234","0.471","2.994","173.712"
"19","GTD","Christopher Lenz","5","1:52.944","10:29.788","Green","Track","11.901","25.339","21.795","8.021","6.395","5.974","11.246","7.343","6.320","5.181","0.463","2.966","176.713"
"14","GTD","Dominik Baumann","5","1:51.280","10:32.511","Green","Track","11.520","23.851","20.574","7.665","6.449","8.098","10.962","7.166","6.296","5.225","0.469","3.005","174.452"
"58","GTD","Robert Renauer","5","1:47.687","10:34.158","Green","Track","11.499","23.766","20.470","7.761","6.310","5.927","9.801","7.207","6.256","5.215","0.469","3.006","174.452"
"59","GTD","Sven Muller","5","1:48.119","10:36.678","Green","Track","11.678","24.071","20.561","7.739","6.308","5.882","9.803","7.204","6.259","5.177","0.466","2.971","175.575"
"51","GTD","Daniel Serra","5","1:46.489","10:38.596","Green","Track","11.299","23.609","20.428","7.613","6.224","5.812","9.791","7.065","6.166","5.101","0.459","2.922","178.253"
"48","GTD","Bryce Miller","5","1:48.582","11:04.371","Green","Track","11.693","24.162","20.547","7.777","6.348","5.903","10.065","7.179","6.293","5.192","0.466","2.957","175.575"
"11","GTD","Mirko Bortolotti","5","1:46.898","11:14.650","Green","Track","11.325","23.796","20.343","7.706","6.247","5.814","9.822","7.131","6.197","5.123","0.459","2.935","178.253"
"82","GTD","Miguel Molina","6","1:46.773","11:20.606","Green","Track","11.325","23.747","20.361","7.635","6.235","5.859","9.756","7.083","6.193","5.160","0.465","2.954","175.953"
"96","GTD","Cameron Lawrence","6","1:47.674","11:24.812","Green","Track","11.500","23.908","20.670","7.602","6.283","5.954","9.852","7.072","6.227","5.173","0.467","2.966","175.200"
"29","GTD","Sheldon van der Linde","6","1:47.317","11:25.928","Green","Track","11.225","23.977","20.331","7.765","6.364","5.927","9.674","7.158","6.294","5.187","0.465","2.950","175.953"
"63","GTD","Alessandro Balzan","6","1:49.528","11:28.965","Green","Track","11.262","23.883","22.201","7.761","6.298","5.968","10.203","7.109","6.218","5.182","0.466","2.977","175.575"
"33","GTD","Ben Keating","6","1:48.305","11:33.234","Green","Track","11.477","23.949","20.793","7.658","6.345","6.003","9.929","7.165","6.293","5.229","0.470","2.994","174.081"
"64","GTD","Sam Bird","6","1:48.070","11:40.447","Green","Track","11.536","24.166","20.735","7.713","6.276","5.879","9.881","7.087","6.210","5.159","0.464","2.964","176.332"
"86","GTD","Alvaro Parente","6","1:47.251","11:43.789","Green","Track","11.333","23.758","20.352","7.642","6.349","6.024","9.675","7.088","6.289","5.253","0.475","3.013","172.249"
"44","GTD","Andy Lally","6","1:47.841","11:46.157","Green","Track","11.261","24.015","20.707","7.780","6.376","5.925","9.785","7.116","6.264","5.184","0.465","2.963","175.953"
"93","GTD","C̫me Ledogar","6","1:48.547","11:50.350","Green","Track","11.400","24.066","20.606","7.726","6.453","6.104","9.784","7.177","6.365","5.330","0.482","3.054","169.747"
"15","GTD","Jack Hawksworth","6","1:46.714","12:02.819","Green","Track","11.154","23.761","20.447","7.689","6.368","6.005","9.267","7.100","6.281","5.207","0.468","2.967","174.825"
"69","GTD","Ryan Eversley","6","1:48.037","12:07.685","Green","Track","11.538","23.882","20.532","7.720","6.393","6.037","9.725","7.180","6.307","5.244","0.475","3.004","172.249"
"75","GTD","Kenny Habul","6","1:52.759","12:16.570","Green","Track","11.836","23.987","24.890","7.753","6.382","5.988","9.856","7.114","6.278","5.223","0.470","2.982","174.081"
"19","GTD","Christopher Lenz","6","1:51.531","12:21.319","Green","Track","12.098","24.972","21.401","7.882","6.296","5.910","10.861","7.275","6.302","5.145","0.460","2.929","177.866"
"58","GTD","Robert Renauer","6","1:47.291","12:21.449","Green","Track","11.478","23.772","20.474","7.701","6.299","5.912","9.856","7.057","6.219","5.132","0.000","2.930","0.000"
"14","GTD","Dominik Baumann","6","1:50.671","12:23.182","Green","Track","11.333","23.943","20.750","7.711","6.343","7.629","10.991","7.089","6.249","5.194","0.466","2.973","175.575"
"59","GTD","Sven Muller","6","1:47.655","12:24.333","Green","Track","11.280","23.843","20.751","7.736","6.339","5.891","9.869","7.159","6.215","5.156","0.462","2.954","177.096"
"51","GTD","Daniel Serra","6","1:46.049","12:24.645","Green","Track","11.321","23.535","20.259","7.621","6.224","5.821","9.728","7.025","6.108","5.058","0.454","2.895","180.216"
"48","GTD","Bryce Miller","6","1:48.181","12:52.552","Green","Track","11.435","24.087","20.668","7.749","6.348","5.918","10.002","7.124","6.261","5.177","0.464","2.948","176.332"
"11","GTD","Mirko Bortolotti","6","1:46.914","13:01.564","Green","Track","11.372","23.712","20.438","7.711","6.259","5.815","9.843","7.088","6.183","5.112","0.457","2.924","179.033"
"82","GTD","Miguel Molina","7","1:46.759","13:07.365","Green","Track","11.217","23.793","20.368","7.673","6.245","5.844","9.853","7.037","6.195","5.141","0.463","2.930","176.713"
"96","GTD","Cameron Lawrence","7","1:47.624","13:12.436","Green","Track","11.475","24.029","20.639","7.619","6.290","5.934","9.819","7.031","6.206","5.160","0.464","2.958","176.332"
"29","GTD","Sheldon van der Linde","7","1:47.273","13:13.201","Green","Track","11.309","23.919","20.340","7.776","6.375","5.912","9.661","7.124","6.272","5.176","0.464","2.945","176.332"
"63","GTD","Alessandro Balzan","7","1:47.345","13:16.310","Green","Track","11.259","23.778","20.509","7.749","6.304","5.885","9.897","7.149","6.224","5.166","0.463","2.962","176.713"
"33","GTD","Ben Keating","7","1:48.262","13:21.496","Green","Track","11.519","24.080","20.580","7.692","6.372","5.988","9.948","7.148","6.276","5.209","0.469","2.981","174.452"
"86","GTD","Alvaro Parente","7","1:47.612","13:31.401","Green","Track","11.457","23.794","20.379","7.668","6.378","6.040","9.796","7.080","6.290","5.253","0.474","3.003","172.612"
"44","GTD","Andy Lally","7","1:47.475","13:33.632","Green","Track","11.247","23.990","20.556","7.762","6.371","5.921","9.720","7.077","6.251","5.171","0.465","2.944","175.953"
"64","GTD","Sam Bird","7","1:54.905","13:35.352","Green","Track","17.383","24.863","20.896","7.746","6.263","5.887","10.050","7.113","6.180","5.124","0.460","2.940","177.866"
"93","GTD","C̫me Ledogar","7","1:48.239","13:38.589","Green","Track","11.327","24.102","20.519","7.699","6.441","6.083","9.749","7.136","6.340","5.314","0.480","3.049","170.455"
"69","GTD","Ryan Eversley","7","1:47.862","13:55.547","Green","Track","11.366","24.109","20.343","7.725","6.384","6.025","9.777","7.131","6.289","5.238","0.473","3.002","172.977"
"75","GTD","Kenny Habul","7","1:48.463","14:05.033","Green","Track","11.480","24.202","20.853","7.722","6.346","5.950","9.808","7.132","6.271","5.225","0.470","3.004","174.081"
"58","GTD","Robert Renauer","7","1:47.750","14:09.199","Green","Track","11.542","23.867","20.406","7.785","6.311","5.934","9.825","7.155","6.264","5.196","0.469","2.996","174.452"
"14","GTD","Dominik Baumann","7","1:48.960","14:12.142","Green","Track","11.361","24.451","21.313","7.863","6.363","5.957","9.609","7.144","6.259","5.187","0.467","2.986","175.200"
"59","GTD","Sven Muller","7","1:49.662","14:13.995","Green","Track","11.995","24.902","21.033","7.783","6.343","5.885","9.751","7.166","6.231","5.148","0.463","2.962","176.713"
"19","GTD","Christopher Lenz","7","1:58.036","14:19.355","Green","Track","12.590","26.209","22.760","8.307","6.446","5.951","11.028","8.735","7.070","5.421","0.479","3.040","170.810"
"51","GTD","Daniel Serra","7","2:08.798","14:33.443","Green","Pit","11.533","26.456","21.911","8.111","6.470","6.080","10.470","7.259","6.269","9.678","0.000","0.000","0.000"
"48","GTD","Bryce Miller","7","1:48.666","14:41.218","Green","Track","11.508","24.215","20.843","7.724","6.327","5.905","10.092","7.154","6.275","5.193","0.467","2.963","175.200"
"11","GTD","Mirko Bortolotti","7","1:46.727","14:48.291","Green","Track","11.408","23.789","20.214","7.704","6.247","5.804","9.786","7.093","6.179","5.114","0.458","2.931","178.642"
"82","GTD","Miguel Molina","8","1:46.502","14:53.867","Green","Track","11.272","23.727","20.351","7.628","6.233","5.853","9.717","7.023","6.170","5.136","0.462","2.930","177.096"
"96","GTD","Cameron Lawrence","8","1:47.348","14:59.784","Green","Track","11.309","23.949","20.669","7.611","6.278","5.939","9.793","7.018","6.210","5.155","0.464","2.953","176.332"
"29","GTD","Sheldon van der Linde","8","1:47.304","15:00.505","Finish","Track","11.231","23.932","20.441","7.744","6.352","5.898","9.752","7.103","6.277","5.171","0.463","2.940","176.713"
"63","GTD","Alessandro Balzan","8","1:48.517","15:04.827","Finish","Track","11.672","24.406","20.613","7.708","6.289","5.921","10.020","7.065","6.208","5.173","0.466","2.976","175.575"
"33","GTD","Ben Keating","8","1:47.796","15:09.292","Finish","Track","11.459","23.874","20.514","7.660","6.375","6.002","9.881","7.081","6.286","5.214","0.469","2.981","174.452"
"86","GTD","Alvaro Parente","8","1:47.500","15:18.901","Finish","Track","11.400","23.712","20.454","7.644","6.371","6.034","9.745","7.111","6.296","5.255","0.477","3.001","171.527"
"44","GTD","Andy Lally","8","1:47.442","15:21.074","Finish","Track","11.255","24.056","20.509","7.768","6.387","5.945","9.595","7.097","6.253","5.176","0.465","2.936","175.953"
"64","GTD","Sam Bird","8","1:47.839","15:23.191","Finish","Track","11.470","24.094","20.802","7.712","6.276","5.884","9.848","7.075","6.177","5.126","0.460","2.915","177.866"
"93","GTD","C̫me Ledogar","8","1:48.727","15:27.316","Finish","Track","11.695","24.088","20.347","7.755","6.447","6.116","9.873","7.197","6.365","5.322","0.478","3.044","171.168"
"69","GTD","Ryan Eversley","8","1:47.900","15:43.447","Finish","Track","11.423","23.909","20.496","7.720","6.388","6.039","9.731","7.127","6.310","5.260","0.470","3.027","174.081"
"75","GTD","Kenny Habul","8","1:48.326","15:53.359","Finish","Track","11.502","24.149","20.739","7.747","6.344","5.959","9.833","7.104","6.266","5.225","0.468","2.990","174.825"
"58","GTD","Robert Renauer","8","1:48.164","15:57.363","Finish","Track","11.532","23.903","20.518","7.741","6.318","5.962","10.077","7.187","6.262","5.201","0.468","2.995","174.825"
"14","GTD","Dominik Baumann","8","1:47.186","15:59.328","Finish","Track","11.381","23.652","20.389","7.769","6.423","5.960","9.637","7.067","6.254","5.207","0.467","2.980","175.200"
"59","GTD","Sven Muller","8","1:47.587","16:01.582","Finish","Track","11.382","23.939","20.717","7.753","6.327","5.917","9.658","7.089","6.218","5.163","0.463","2.961","176.713"
"19","GTD","Christopher Lenz","8","1:52.508","16:11.863","Finish","Track","12.072","25.253","21.504","7.797","6.362","6.045","11.241","7.335","6.307","5.176","0.463","2.953","176.713"
"48","GTD","Bryce Miller","8","1:48.184","16:29.402","Finish","Track","11.508","23.912","20.836","7.720","6.342","5.921","9.984","7.108","6.267","5.179","0.466","2.941","175.575"
"11","GTD","Mirko Bortolotti","8","1:46.658","16:34.949","Finish","Track","11.378","23.661","20.373","7.716","6.251","5.821","9.713","7.088","6.170","5.106","0.458","2.923","178.642"
"82","GTD","Miguel Molina","9","1:46.546","16:40.413","Finish","Track","11.574","23.595","20.381","7.634","6.257","5.862","9.580","6.960","6.171","5.139","0.464","2.929","176.332"
"96","GTD","Cameron Lawrence","9","2:02.745","17:02.529","Finish","Pit","11.252","24.179","20.813","7.615","6.297","5.969","9.955","7.039","6.220","9.695","0.000","0.000","0.000"
"73","GTD","Timothy Pappas","2","14:59.397","18:55.700","Finish","Pit","369.653","33.312","28.382","8.600","8.461","19.079","26.111","22.813","23.901","23.672","0.000","0.000","0.000"
"4","GTLM","Oliver Gavin","1","27:20.873","27:20.873","Green","Track","28.135","26.976","21.693","7.845","6.464","6.117","10.105","7.207","6.387","5.273","0.475","3.014","172.249"
"3","GTLM","Jan Magnussen","1","27:22.502","27:22.502","Green","Track","28.490","26.867","21.200","7.681","6.390","6.402","10.706","7.232","6.321","5.233","0.469","2.981","174.452"
