"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"31","P","Mike Conway","1","2:15.994","2:15.994","Green","Track","1080.360","28.341","21.984","8.463","6.362","6.348","10.447","6.733","6.275","4.986","0.444","2.818","184.275"
"10","P","Renger Van Der Zande","1","2:20.072","2:20.072","Green","Track","1018.595","30.683","23.341","7.404","5.898","7.610","11.034","6.690","5.893","4.867","0.439","2.785","186.374"
"5","P","Joao Barbosa","1","2:21.210","2:21.210","Green","Track","1151.669","32.665","23.468","8.288","6.661","7.532","11.086","6.678","5.885","4.832","0.433","2.770","188.957"
"90","P","Edward Cheever","1","2:22.410","2:22.410","Green","Track","1158.132","33.634","25.202","7.889","6.249","6.774","11.888","6.764","5.887","4.855","0.439","2.885","186.374"
"22","P","Pipo Derani","1","2:22.818","2:22.818","Green","Track","561.297","28.439","22.805","7.141","5.839","5.979","11.058","6.582","5.781","4.774","0.429","2.734","190.718"
"86","GTD","Alvaro Parente","1","2:24.653","2:24.653","Green","Track","787.051","30.323","23.165","7.969","6.516","6.322","11.569","7.320","6.438","5.313","0.476","3.022","171.887"
"93","GTD","C̫me Ledogar","1","2:25.073","2:25.073","Green","Track","781.459","28.862","22.454","7.919","6.472","6.354","11.665","7.366","6.389","5.262","0.474","2.994","172.612"
"911","GTLM","Nick Tandy","1","2:25.715","2:25.715","Green","Track","535.577","26.627","22.004","7.774","6.408","6.201","10.535","7.125","6.271","5.172","0.463","2.957","176.713"
"33","GTD","Ben Keating","1","2:30.683","2:30.683","Green","Track","783.141","32.282","24.401","8.180","6.550","6.233","12.172","7.495","6.433","5.277","0.473","3.002","172.977"
"912","GTLM","Earl Bamber","1","2:32.254","2:32.254","Green","Track","444.722","27.579","21.030","7.755","6.390","6.101","10.282","7.134","6.284","5.184","0.463","2.953","176.713"
"52","P","Sebastian Saavedra","1","2:37.281","2:37.281","Green","Track","510.062","30.491","24.422","7.587","6.070","6.311","11.177","6.907","5.929","4.854","0.434","2.856","188.521"
"96","GTD","Martin Tomczyk","1","2:40.119","2:40.119","Green","Track","426.638","29.889","23.509","8.031","6.525","6.542","11.154","7.328","6.393","5.318","0.477","3.034","171.527"
"73","GTD","Timothy Pappas","1","2:41.472","2:41.472","Green","Track","344.517","30.050","23.261","7.950","6.471","6.745","11.541","7.292","6.350","5.235","0.471","2.994","173.712"
"2","P","Olivier Pla","1","2:42.969","2:42.969","Green","Pit","548.631","28.447","23.421","7.318","5.898","6.044","10.831","6.617","5.770","10.400","0.000","0.000","0.000"
"63","GTD","Alessandro Balzan","1","2:44.368","2:44.368","Green","Track","326.392","29.966","23.330","8.111","6.605","6.458","11.793","7.474","6.452","5.311","0.477","3.021","171.527"
"59","GTD","Matteo Cairoli","1","2:46.507","2:46.507","Green","Track","508.759","25.971","21.747","7.839","6.448","6.207","11.030","7.168","6.283","5.200","0.467","2.982","175.200"
"77","P","Oliver Jarvis","1","2:51.993","2:51.993","Green","Track","763.167","28.041","22.124","7.141","5.882","5.779","9.711","6.485","5.766","4.808","0.436","2.781","187.656"
"48","GTD","Andrea Caldarelli","1","2:59.284","2:59.284","Green","Track","500.044","30.970","24.153","7.929","6.482","6.489","11.397","7.322","6.385","5.255","0.471","2.998","173.712"
"55","P","Harry Tincknell","1","2:59.385","2:59.385","Green","Track","635.054","29.372","22.437","7.284","5.984","5.906","9.994","6.637","5.849","4.857","0.436","2.798","187.656"
"71","GTD","Robby Foley","1","3:00.145","3:00.145","Green","Track","1170.255","0.000","0.000","0.000","0.000","6.419","11.154","7.375","6.428","5.308","0.479","3.039","170.810"
"54","P","Colin Braun","1","3:02.446","3:02.446","Green","Pit","1163.165","26.962","21.552","7.609","6.053","6.034","11.474","6.994","6.011","8.679","0.000","0.000","0.000"
"62","GTLM","Davide Rigon","1","3:02.425","3:02.425","Green","Track","700.132","29.887","22.472","7.850","6.411","6.304","10.820","7.212","6.293","5.188","0.468","2.974","174.825"
"75","GTD","Mikael Grenier","1","3:05.564","3:05.564","Green","Track","1074.776","31.685","23.827","7.993","6.522","6.195","11.033","7.321","6.414","5.347","0.478","3.050","171.168"
"23","P","Lando Norris","1","3:07.603","3:07.603","Green","Pit","442.798","27.502","22.007","7.353","6.014","6.000","11.305","7.162","6.165","9.917","0.000","0.000","0.000"
"32","P","Bruno Senna Lalli","1","3:08.178","3:08.178","Green","Pit","524.932","27.952","22.879","7.283","5.882","5.731","10.235","7.106","6.107","10.487","0.000","0.000","0.000"
"29","GTD","Christopher Mies","1","3:08.943","3:08.943","Green","Track","30.763","30.241","22.651","8.123","6.916","6.374","11.166","7.383","6.436","5.279","0.474","3.016","172.612"
"64","GTD","Frank Montecalvo","1","3:10.325","3:10.325","Green","Track","450.760","31.409","22.647","7.949","6.476","6.236","10.897","7.275","6.314","5.199","0.468","2.973","174.825"
"4","GTLM","Oliver Gavin","1","3:14.328","3:14.328","Green","Track","30.317","28.051","22.934","7.924","6.531","6.317","10.695","7.308","6.423","5.281","0.474","3.027","172.612"
"66","GTLM","Dirk Mueller","1","3:17.317","3:17.317","Green","Track","31.012","28.509","21.695","7.725","6.339","6.552","11.118","7.154","6.242","5.139","0.464","2.953","176.332"
"15","GTD","Jack Hawksworth","1","3:18.483","3:18.483","Green","Track","32.173","30.039","24.393","8.740","7.325","7.151","11.895","7.292","6.330","5.208","0.467","2.998","175.200"
"82","GTD","Santiago Creel","1","3:18.946","3:18.946","Green","Track","612.416","32.236","25.066","8.741","7.196","7.414","13.248","8.103","7.124","5.687","0.501","3.201","163.310"
"58","GTD","Christina Nielsen","1","3:23.540","3:23.540","Green","Track","29.779","29.693","23.716","8.068","6.517","6.183","11.855","7.501","6.456","5.279","0.474","3.016","172.612"
"7","P","Graham Rahal","1","3:23.638","3:23.638","Green","Pit","1105.141","28.873","22.912","7.220","5.889","5.693","9.955","6.575","5.746","8.929","0.000","0.000","0.000"
"44","GTD","Markus Winkelhock","1","3:26.081","3:26.081","Green","Track","30.681","31.982","26.219","8.193","6.586","6.716","11.606","7.509","6.573","5.425","0.492","3.148","166.297"
"67","GTLM","Richard Westbrook","1","3:36.613","3:36.613","Green","Track","28.277","28.049","21.573","7.704","6.355","6.088","10.837","7.140","6.320","5.181","0.466","2.975","175.575"
"14","GTD","Kyle Marcelli","1","3:41.173","3:41.173","Green","Track","31.531","30.739","22.874","7.985","6.512","6.376","11.868","7.409","6.444","5.310","0.476","3.042","171.887"
"31","P","Mike Conway","2","1:45.514","4:01.508","Green","Track","11.372","24.327","20.536","7.392","5.911","6.329","9.443","6.448","5.762","4.798","0.433","2.763","188.957"
"5","P","Joao Barbosa","2","1:43.122","4:04.332","Green","Track","11.352","23.300","20.483","7.019","5.811","5.512","9.355","6.486","5.772","4.815","0.434","2.783","188.521"
"10","P","Renger Van Der Zande","2","1:46.352","4:06.424","Green","Track","11.167","23.969","20.723","7.085","5.833","7.289","9.998","6.502","5.770","4.810","0.433","2.773","188.957"
