"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPI"
"31","P","Eric Curran","1","2:04.292","2:04.292","Green","Track","0.000","28.756","23.275","7.594","6.099","6.292","10.597","6.610","5.796","4.835","0.435","2.784","188.088"
"912","GTLM","Gianmaria Bruni","1","2:11.166","2:11.166","Green","Track","0.000","28.230","21.736","7.812","6.374","6.012","10.810","7.189","6.291","5.216","0.469","2.989","174.452"
"90","P","Tristan Vautier","1","2:11.496","2:11.496","Green","Track","0.000","31.026","23.725","7.206","5.894","5.696","10.456","6.490","5.765","4.780","0.431","2.762","189.833"
"911","GTLM","Patrick Pilet","1","2:12.051","2:12.051","Green","Track","0.000","27.906","21.846","7.867","6.379","6.171","10.859","7.150","6.324","5.247","0.473","3.012","172.977"
"5","P","Joao Barbosa","1","2:17.111","2:17.111","Green","Track","0.000","31.052","24.070","8.166","6.638","6.628","11.574","7.361","6.573","5.558","0.518","3.341","157.950"
"10","P","Jordan Taylor","1","2:17.144","2:17.144","Green","Track","0.000","30.186","23.672","7.777","6.186","6.049","10.783","6.742","5.885","4.904","0.445","2.855","183.861"
"22","P","Nicolas Lapierre","1","2:17.646","2:17.646","Green","Track","0.000","29.738","23.030","7.314","5.924","5.713","10.064","6.575","5.868","4.858","0.441","2.804","185.529"
"2","P","Scott Sharp","1","2:19.271","2:19.271","Green","Track","0.000","29.500","23.766","7.327","5.921","5.777","10.326","6.609","5.866","4.904","0.444","2.833","184.275"
"23","P","Phil Hanson","1","2:21.398","2:21.398","Green","Track","0.000","30.880","25.527","7.504","5.948","6.023","10.865","6.676","5.857","4.882","0.439","2.803","186.374"
"86","GTD","AJ Allmendinger","1","2:30.214","2:30.214","Green","Track","0.000","31.927","23.740","7.953","6.488","6.873","11.858","7.340","6.482","5.335","0.483","3.080","169.396"
"73","GTD","Joerg Bergmeister","1","2:32.209","2:32.209","Green","Track","0.000","28.695","22.438","7.854","6.376","6.468","11.237","7.242","6.375","5.288","0.476","3.047","171.887"
