"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"74","LMP3","Anthony Simone","5","2:26.523","13:36.910","Green","Track","22.713","10.856","26.888","15.491","26.815","27.870","0.543","11.130","1.479","2.738","156.119","116.787"
"51","LMP3","Rob Hodes","6","2:07.488","13:37.563","Green","Track","5.786","6.354","26.382","15.628","27.449","29.229","0.562","11.854","1.477","2.767","150.841","116.945"
"34","MPC","Jon Brownson","6","2:07.528","13:38.275","Green","Track","6.096","5.647","27.229","15.736","27.948","28.945","0.604","10.888","1.524","2.911","140.352","113.338"
"55","LMP3","Gerry Kraut","6","2:03.655","13:49.981","Green","Track","5.874","5.901","25.469","15.603","26.894","28.267","0.565","10.853","1.472","2.757","150.040","117.342"
"17","LMP3","Corey Lewis","6","2:12.133","13:50.250","Green","Pit","5.802","5.602","24.680","15.199","26.719","27.943","0.562","11.861","4.006","9.759","150.841","43.117"
"36","MPC","Paul LaHaye","6","2:15.356","14:03.603","Green","Track","6.392","6.657","28.555","16.439","28.356","31.763","0.613","11.922","1.635","3.024","138.292","105.644"
"24","MPC","Tim George","6","2:09.758","14:06.719","Green","Track","6.295","5.655","26.740","16.314","28.355","30.135","0.617","11.068","1.583","2.996","137.395","109.114"
"4","LMP3","Zacharie Richard Robichon","7","2:00.641","14:19.791","Green","Track","5.784","5.609","24.478","15.145","26.622","27.921","0.562","10.352","1.444","2.724","150.841","119.617"
"44","LMP3","Gary Gibson","5","3:00.601","14:25.695","Green","Track","23.156","11.662","28.840","16.179","28.075","54.770","0.638","12.882","1.552","2.847","132.873","111.293"
"3","LMP3","Benjamin Waddell","6","2:00.430","14:29.950","Green","Track","5.759","5.575","24.560","15.199","26.488","27.508","0.559","10.575","1.460","2.747","151.651","118.306"
"11","MPC","Robert Masson","5","4:58.185","14:37.501","Green","Pit","30.923","11.796","27.092","16.272","27.644","29.117","0.633","14.020","3.799","136.889","133.922","45.467"
"86","MPC","Dave House","5","2:07.690","14:43.762","Green","Track","6.197","5.776","26.092","15.708","27.964","29.434","0.609","11.379","1.578","2.953","139.200","109.460"
"19","LMP3","Brad Baker","6","2:11.625","15:07.719","Green","Track","6.161","6.239","26.393","16.033","29.358","30.294","0.571","12.074","1.591","2.911","148.464","108.565"
"33","LMP3","Lance Willsey","7","2:04.859","15:08.454","Green","Track","5.905","6.017","26.158","15.534","27.199","28.374","0.562","10.848","1.486","2.776","150.841","116.236"
"75","LMP3","Cameron Cassels","7","2:08.111","15:11.410","Green","Track","5.852","6.257","27.567","15.839","27.674","28.736","0.559","11.391","1.476","2.760","151.651","117.024"
"42","LMP3","Robby Foley","7","2:12.013","15:13.644","Green","Pit","5.804","5.875","24.755","15.149","26.744","27.750","0.562","11.050","3.755","10.569","150.841","45.999"
"7","LMP3","Pato O'Ward","5","6:43.220","15:16.449","Green","Pit","5.719","5.470","25.403","15.186","38.952","27.899","0.560","11.932","4.556","267.543","151.380","37.912"
"30","LMP3","Michael Whelden","6","2:29.154","15:19.152","Green","Track","22.845","10.934","27.035","16.222","28.057","28.082","0.554","11.199","1.475","2.751","153.019","117.103"
"25","LMP3","Joel Janco","7","2:14.498","15:33.153","Green","Pit","5.830","6.019","26.738","15.589","27.231","28.467","0.565","11.713","2.865","9.481","150.040","60.289"
"74","LMP3","Anthony Simone","6","2:02.009","15:38.919","Green","Track","5.747","5.858","24.850","15.027","27.035","28.130","0.539","10.685","1.443","2.695","157.278","119.700"
"26","LMP3","James McGuire","7","2:07.622","15:40.107","Green","Track","5.925","6.210","26.413","16.147","27.637","28.603","0.568","11.759","1.528","2.832","149.248","113.041"
"34","MPC","Jon Brownson","7","2:04.447","15:42.722","Green","Track","6.163","5.727","25.310","15.823","27.367","28.522","0.603","10.515","1.531","2.886","140.585","112.820"
"55","LMP3","Gerry Kraut","7","2:04.008","15:53.989","Green","Track","5.919","5.888","25.483","15.664","27.041","28.212","0.562","10.986","1.483","2.770","150.841","116.472"
"47","LMP3","TJ Fischer","6","4:49.446","16:00.214","Green","Pit","5.668","5.756","24.608","15.428","27.925","27.960","0.567","13.915","4.250","163.369","149.511","40.642"
"36","MPC","Paul LaHaye","7","2:10.755","16:14.358","Green","Track","6.478","6.046","26.385","16.355","28.720","29.851","0.613","11.651","1.639","3.017","138.292","105.386"
"24","MPC","Tim George","7","2:11.255","16:17.974","Green","Track","6.320","6.017","27.132","16.139","29.288","29.915","0.613","11.292","1.567","2.972","138.292","110.228"
"4","LMP3","Zacharie Richard Robichon","8","1:59.896","16:19.687","Green","Track","5.759","5.536","24.486","15.130","26.393","27.539","0.560","10.331","1.442","2.720","151.380","119.783"
"3","LMP3","Benjamin Waddell","7","2:01.689","16:31.639","Green","Track","5.769","5.534","24.455","15.207","27.472","28.082","0.558","10.414","1.458","2.740","151.922","118.469"
"44","LMP3","Gary Gibson","6","2:09.597","16:35.292","Green","Track","5.890","6.658","26.421","15.730","27.817","30.341","0.558","11.751","1.568","2.863","151.922","110.158"
"86","MPC","Dave House","6","2:08.079","16:51.841","Green","Track","6.262","5.902","26.128","16.195","27.950","29.251","0.608","11.291","1.563","2.929","139.429","110.510"
"33","LMP3","Lance Willsey","8","2:04.241","17:12.695","Green","Track","5.998","5.810","25.239","15.484","27.712","28.189","0.562","10.992","1.479","2.776","150.841","116.787"
"11","MPC","Robert Masson","6","2:38.413","17:15.914","Green","Track","25.127","10.366","28.840","17.271","29.909","30.294","0.615","11.478","1.569","2.944","137.842","110.087"
"75","LMP3","Cameron Cassels","8","2:06.312","17:17.722","Green","Track","5.886","6.308","25.756","15.773","27.763","28.687","0.560","11.354","1.477","2.748","151.380","116.945"
"22","MPC","Stephen Dawes","7","4:01.959","17:21.367","Green","Pit","6.200","5.650","26.963","16.511","28.227","29.558","0.616","14.056","4.546","109.632","137.618","37.995"
"30","LMP3","Michael Whelden","7","2:03.387","17:22.539","Green","Track","6.028","6.032","25.457","15.525","27.208","27.693","0.554","10.722","1.452","2.716","153.019","118.958"
"77","MPC","Howard Jacobs","6","4:10.498","17:26.309","Green","Pit","7.180","6.952","27.916","17.437","29.045","31.040","0.627","13.269","6.037","110.995","135.204","28.611"
"19","LMP3","Brad Baker","7","2:27.856","17:35.575","Green","Pit","7.045","6.422","26.470","15.796","28.433","30.223","0.715","15.892","5.254","11.606","118.563","32.875"
"7","LMP3","Pato O'Ward","6","2:28.323","17:44.772","Green","Track","22.918","12.317","26.432","15.639","27.548","27.940","0.560","10.743","1.474","2.752","151.380","117.183"
"26","LMP3","James McGuire","8","2:06.791","17:46.898","Green","Track","5.887","6.446","26.729","15.870","27.801","28.291","0.565","10.884","1.508","2.810","150.040","114.541"
"34","MPC","Jon Brownson","8","2:05.516","17:48.238","Green","Track","6.141","5.356","25.699","15.779","28.028","28.768","0.610","10.727","1.516","2.892","138.972","113.936"
"55","LMP3","Gerry Kraut","8","2:03.743","17:57.732","Green","Track","5.990","5.940","25.534","15.460","26.907","28.174","0.566","10.956","1.466","2.750","149.775","117.822"
"4","LMP3","Zacharie Richard Robichon","9","2:04.354","18:24.041","Green","Track","5.736","5.870","27.679","15.256","26.554","27.539","0.563","10.984","1.446","2.727","150.573","119.452"
"36","MPC","Paul LaHaye","8","2:11.164","18:25.522","Green","Track","6.534","6.119","26.463","16.251","28.506","29.737","0.617","12.357","1.607","2.973","137.395","107.484"
"47","LMP3","TJ Fischer","7","2:27.457","18:27.671","Green","Track","22.793","10.177","27.594","16.386","27.130","27.826","0.548","10.859","1.441","2.703","154.695","119.866"
"3","LMP3","Benjamin Waddell","8","2:02.298","18:33.937","Green","Track","5.769","5.535","24.465","15.254","27.331","28.557","0.562","10.607","1.468","2.750","150.841","117.662"
"17","LMP3","Matt Dicken","7","4:45.490","18:35.740","Green","Track","147.972","12.311","30.335","17.476","30.140","30.201","0.587","12.125","1.521","2.822","144.417","113.562"
